"sbjCode","condit","distortion","Pattern_Token","Category","Response","Corr","rt","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9"
"sub310","low","med","new_med",2,2,1,580,-12,-10,-15,-13,-3,4,4,10,-8,-12,-5,-3,3,5,-13,11,-12,18
"sub33","low","low","old",1,1,1,692,-12,-10,-2,-12,-9,-13,-8,15,1,-14,15,1,-6,10,12,-7,6,-13
"sub33","low","low","old",1,1,1,698,-12,-10,-3,-11,-6,-11,-7,15,1,-15,9,4,-8,12,14,-7,5,-11
"sub33","low","prototype","prototype",1,1,1,823,-12,-10,-2,-11,-8,-12,-7,15,2,-15,14,2,-7,11,13,-7,5,-12
"sub33","low","low","old",1,1,1,703,-12,-10,2,-11,-7,-13,-7,15,-6,-19,14,2,-7,12,12,-8,5,-13
"sub33","low","low","old",1,1,1,1332,-12,-10,-3,-10,-9,-13,-7,14,2,-15,15,1,-7,11,11,-6,5,-12
"sub354","low","low","old",3,3,1,137,-12,-10,13,-15,1,-11,10,-12,-15,-6,-6,-11,-5,15,14,-8,3,-13
"sub354","low","high","new_high",3,3,1,0,-12,-10,13,-14,5,-10,11,-16,-23,-15,-3,-10,-4,16,8,-15,11,-11
"sub49","low","high","new_high",1,1,1,2615,-12,-10,13,7,-11,3,-6,9,-1,4,13,-9,7,-7,5,2,12,4
"sub387","medium","med","old",1,1,1,873,-12,-10,-6,3,5,6,0,14,3,5,-10,15,1,-1,-9,-10,4,-1
"sub387","medium","high","new_high",1,1,1,948,-12,-10,-11,7,3,5,-4,13,3,10,-8,7,0,-2,-8,-14,8,-3
"sub387","medium","med","new_med",1,1,1,2460,-12,-10,-14,8,9,5,4,13,9,10,-12,13,-1,-1,-9,-10,3,4
"sub399","medium","low","new_low",2,2,1,737,-12,-10,7,3,-4,8,-2,14,-3,-15,4,8,13,9,-9,4,-6,-15
"sub87","medium","high","new_high",1,1,1,3053,-12,-10,8,22,-17,-4,14,0,4,-5,-6,4,-6,10,-5,12,0,-1
"sub99","medium","med","old",1,3,0,3529,-12,-10,7,0,12,-8,-7,8,-7,-8,-4,1,2,4,-11,-8,-2,-10
"sub19","high","med","new_med",1,1,1,1779,-12,-10,-15,15,15,-15,20,5,-16,-12,14,9,-6,2,0,7,-13,-8
"sub247","high","high","new_high",1,3,0,1211,-12,-10,-7,-6,4,-24,0,1,-1,14,12,7,19,-2,6,-5,-7,-9
"sub275","high","high","new_high",1,2,0,716,-12,-10,-2,9,-11,11,-6,-12,7,-13,7,-8,4,0,9,10,-13,-8
"sub336","high","high","new_high",3,3,1,1242,-12,-10,-12,11,12,0,-4,15,-3,-19,-9,-2,12,14,15,14,-1,-11
"sub340","high","high","new_high",1,1,1,557,-12,-10,-4,-10,-6,-3,11,12,1,-8,8,-18,-11,5,-8,0,9,16
"sub84","high","high","old",3,3,1,1780,-12,-10,4,9,-13,5,-10,9,-7,9,7,0,-15,-3,3,11,-4,-1
"sub208","mixed","high","new_high",2,2,1,930,-12,-10,5,1,-15,24,-9,10,-13,6,-2,10,14,1,-6,-8,-13,-8
"sub212","mixed","high","new_high",2,2,1,963,-12,-10,8,-3,-7,10,-10,11,-15,-3,-5,-4,16,-18,-1,6,-3,-5
"sub13","low","low","old",1,1,1,754,-12,-9,11,-8,15,14,6,-8,-4,10,9,-4,7,6,-8,3,6,16
"sub13","low","low","old",1,3,0,6926,-12,-9,11,-8,15,16,7,-8,-4,5,10,-5,6,3,-7,3,5,16
"sub229","low","med","new_med",1,1,1,1277,-12,-9,-2,-15,5,1,-9,-9,10,15,-8,8,6,4,-4,-13,-3,16
"sub261","low","low","old",2,2,1,568,-12,-9,13,1,-4,-3,2,15,5,-6,7,6,-14,9,-11,-15,11,7
"sub261","low","low","old",2,2,1,635,-12,-9,13,0,-4,-3,1,10,4,-5,6,8,-12,8,-11,-23,8,4
"sub261","low","low","new_low",2,2,1,609,-12,-9,12,2,-3,-3,-1,12,6,-4,6,7,-14,9,-11,-14,11,6
"sub261","low","low","old",2,2,1,919,-12,-9,12,1,-5,-4,0,11,5,-5,6,7,-14,7,-10,-16,11,6
"sub261","low","prototype","prototype",2,2,1,690,-12,-9,12,1,-4,-3,0,11,5,-5,6,7,-14,8,-11,-14,10,6
"sub261","low","low","old",2,2,1,551,-12,-9,12,1,-4,-3,1,11,5,-6,6,7,-14,7,-11,-14,10,6
"sub261","low","low","old",2,2,1,868,-12,-9,12,0,-10,2,0,9,5,-5,5,6,-14,8,-11,-14,4,3
"sub282","low","med","new_med",2,2,1,17117,-12,-9,12,1,-13,1,12,-5,19,4,10,-13,8,-4,-3,7,1,5
"sub294","low","high","new_high",2,2,1,815,-12,-9,-10,9,-22,0,-13,-11,-7,8,20,5,0,16,-12,-1,10,14
"sub362","low","low","old",2,2,1,828,-12,-9,-12,12,4,1,-4,-14,7,-10,0,14,-14,15,13,14,-3,4
"sub5","low","high","new_high",3,3,1,0,-12,-9,10,-11,14,3,19,9,-13,3,18,15,4,-9,-3,-6,-3,10
"sub61","low","high","new_high",1,3,0,1489,-12,-9,-9,-2,3,3,-9,3,10,10,4,13,2,-13,19,-12,-12,14
"sub123","medium","med","new_med",2,1,0,0,-12,-9,12,9,7,-13,11,-2,-1,4,-10,-1,5,-7,-5,13,14,12
"sub347","medium","med","old",3,2,0,2039,-12,-9,7,4,0,7,-15,-1,8,9,-7,-14,-5,0,-7,6,-2,-9
"sub347","medium","low","new_low",3,3,1,1171,-12,-9,8,6,-2,15,-14,0,3,13,-9,-13,-3,0,-7,8,-8,-5
"sub351","medium","med","old",2,2,1,569,-12,-9,0,3,7,16,12,8,-2,11,1,13,-2,-10,-2,0,-5,8
"sub387","medium","low","new_low",1,1,1,1498,-12,-9,-13,8,4,6,2,12,8,12,-9,14,1,-3,-8,-10,3,0
"sub387","medium","prototype","prototype",1,1,1,879,-12,-9,-12,8,5,5,2,13,8,11,-8,14,1,-3,-8,-10,4,0
"sub387","medium","low","new_low",1,1,1,860,-12,-9,-12,8,5,4,2,13,7,11,-7,15,1,-3,-7,-8,4,0
"sub120","high","med","new_med",1,1,1,369,-12,-9,-17,13,-12,6,4,-13,-13,-12,-13,-6,-1,-17,-2,-12,-11,13
"sub15","high","med","new_med",1,3,0,636,-12,-9,8,-5,1,6,-18,-21,13,2,-3,3,-6,5,-5,-1,-9,2
"sub19","high","high","old",1,1,1,4733,-12,-9,-15,14,14,-16,13,16,-17,-12,19,0,-6,1,-1,12,-11,-5
"sub19","high","low","new_low",1,1,1,1701,-12,-9,-15,15,12,-13,16,11,-15,-14,12,9,-7,2,-2,6,-14,-4
"sub223","high","low","new_low",1,1,1,1225,-12,-9,11,-4,11,-11,-9,-10,-13,7,4,0,15,-6,2,4,9,-14
"sub247","high","high","new_high",1,1,1,1665,-12,-9,-4,-7,-3,-17,2,11,-7,12,12,10,16,0,8,-5,-5,-10
"sub300","high","high","new_high",2,3,0,2938,-12,-9,-15,17,10,6,1,13,4,-6,12,-9,11,2,21,5,15,3
"sub336","high","med","new_med",2,1,0,374,-12,-9,6,17,-4,-13,4,-19,-2,-2,15,10,15,-1,-10,8,14,-9
"sub336","high","med","new_med",2,3,0,237,-12,-9,9,17,-7,-8,3,-10,0,0,17,8,12,6,-11,6,14,-13
"sub88","high","high","new_high",3,1,0,5179,-12,-9,12,7,5,17,0,-11,-19,-11,-15,-8,-5,10,-6,18,1,5
"sub20","mixed","low","new_low",3,3,1,2761,-12,-9,10,-8,-8,14,-11,14,-14,-3,8,5,10,4,6,-1,16,2
"sub357","mixed","high","old",3,3,1,457,-12,-9,-1,-2,11,-12,-3,-6,6,-16,16,4,-7,-3,-2,-10,7,-5
"sub4","mixed","high","new_high",1,1,1,3153,-12,-9,-7,-5,-16,14,-13,-11,12,-2,9,-4,0,20,6,12,0,-4
"sub4","mixed","med","old",1,3,0,644,-12,-9,-7,-7,-14,15,-3,-7,13,-8,13,-2,-10,13,12,7,3,0
"sub261","low","low","old",2,2,1,594,-12,-8,13,1,-3,-4,0,11,4,-4,7,7,-14,8,-12,-15,10,6
"sub261","low","low","old",2,2,1,1708,-12,-8,19,4,-3,-4,0,11,4,-4,7,8,-13,9,-11,-13,6,0
"sub282","low","low","new_low",2,2,1,1166,-12,-8,13,1,-12,3,19,-6,19,-2,15,-15,9,-5,-6,0,11,0
"sub33","low","med","new_med",1,1,1,728,-12,-8,-4,-12,-7,-13,-6,17,3,-15,15,0,-6,12,11,-6,8,-13
"sub334","low","med","new_med",1,1,1,1011,-12,-8,-11,5,-8,17,6,-13,3,-9,-4,9,14,-2,-16,11,10,-12
"sub362","low","med","new_med",2,2,1,942,-12,-8,-11,12,2,1,2,-7,5,-2,-2,17,-14,16,13,15,-8,8
"sub386","low","low","old",3,3,1,595,-12,-8,-2,-6,14,-11,-12,-5,-2,7,11,-14,1,10,5,-13,-5,4
"sub386","low","low","old",3,3,1,935,-12,-8,-4,-7,24,-21,-12,-4,-2,7,11,-13,0,11,5,-14,2,13
"sub5","low","low","old",3,2,0,479,-12,-8,9,-8,12,1,16,5,-15,2,16,10,9,-12,-3,-4,7,2
"sub57","low","med","new_med",1,1,1,2204,-12,-8,-5,4,-12,-3,4,2,6,10,0,-12,-2,-11,-10,8,19,-8
"sub123","medium","low","new_low",2,1,0,14,-12,-8,10,12,7,-13,8,-2,-5,2,-8,-10,5,-8,-6,11,14,14
"sub254","medium","high","new_high",3,3,1,4131,-12,-8,-15,10,-11,-2,-15,-1,4,15,4,-15,-10,4,-7,5,9,11
"sub254","medium","med","old",3,3,1,13722,-12,-8,-6,15,-11,-3,-20,2,5,15,8,-16,-5,0,-19,9,11,11
"sub347","medium","med","new_med",3,3,1,1502,-12,-8,9,5,3,11,-15,1,2,14,-10,-11,-5,-2,-8,5,-2,-7
"sub399","medium","med","new_med",2,2,1,3965,-12,-8,6,2,1,12,-2,14,7,-14,-2,1,13,7,-14,10,-3,-5
"sub399","medium","med","old",2,2,1,2827,-12,-8,6,5,-3,7,-2,14,6,-7,1,7,18,4,-9,4,-7,-10
"sub108","high","med","new_med",3,2,0,614,-12,-8,13,8,-7,10,14,-8,-16,-1,-2,17,6,-7,3,10,22,17
"sub120","high","high","old",1,1,1,420,-12,-8,-20,6,-10,10,5,-14,-13,-12,-16,-15,-3,-14,-11,-14,-11,7
"sub19","high","low","new_low",1,1,1,4907,-12,-8,-14,14,14,-14,15,11,-15,-13,12,9,-7,1,-9,8,-15,-5
"sub19","high","prototype","prototype",1,1,1,980,-12,-8,-14,14,13,-14,15,11,-15,-13,12,8,-7,1,-2,7,-15,-5
"sub231","high","high","new_high",3,3,1,0,-12,-8,14,7,-17,-6,6,22,5,-13,-7,-14,-16,-9,-1,-10,-1,19
"sub284","high","high","new_high",2,3,0,931,-12,-8,5,-4,22,-5,7,15,-8,11,0,-10,4,17,18,3,-4,10
"sub356","high","high","old",2,1,0,0,-12,-8,3,0,-5,-3,6,14,-18,4,17,14,-12,-23,-9,12,-10,3
"sub101","mixed","med","new_med",1,1,1,585,-12,-8,-2,-8,-9,16,11,-2,10,11,-13,9,-11,11,-13,-5,7,-7
"sub20","mixed","low","new_low",3,3,1,1241,-12,-8,9,-8,-9,15,-10,12,-13,1,3,-2,9,5,8,-2,15,3
"sub20","mixed","prototype","prototype",3,3,1,1484,-12,-8,9,-8,-9,15,-11,13,-13,1,3,-1,10,4,6,-1,16,2
"sub20","mixed","low","old",3,3,1,1202,-12,-8,10,-9,-8,15,-11,13,-13,1,3,-1,15,-4,7,-2,16,1
"sub209","low","high","new_high",3,3,1,746,-12,-7,-16,3,11,-6,14,0,15,5,13,3,8,9,-15,-11,0,3
"sub261","low","med","new_med",2,2,1,903,-12,-7,14,1,-2,-4,-1,12,6,-6,11,11,-18,11,-16,-14,10,7
"sub282","low","high","new_high",2,2,1,1119,-12,-7,18,10,-13,4,15,7,18,-8,12,-19,13,-9,-6,0,12,0
"sub290","low","high","new_high",2,3,0,2315,-12,-7,4,1,11,-1,14,-14,6,-17,-13,12,1,4,6,14,-8,-11
"sub5","low","med","new_med",3,2,0,369,-12,-7,7,-5,10,-2,16,6,-12,3,15,11,10,-12,-5,-6,7,0
"sub5","low","med","new_med",3,1,0,32,-12,-7,8,-5,9,1,15,7,-14,4,16,9,14,-8,-3,-4,5,2
"sub65","low","med","new_med",2,2,1,967,-12,-7,0,-9,-3,-14,24,-1,-4,-11,-9,-3,-12,3,-4,-5,0,15
"sub123","medium","prototype","prototype",2,3,0,70,-12,-7,9,13,6,-13,9,-1,-2,3,-11,0,4,-7,-6,11,14,14
"sub22","medium","med","new_med",1,2,0,737,-12,-7,3,0,6,-10,4,4,-7,8,-5,-1,-3,-6,-7,-11,4,-5
"sub22","medium","med","old",1,2,0,831,-12,-7,-3,-1,7,-4,7,8,-2,9,-5,-3,-3,-7,-10,-10,11,-7
"sub30","medium","high","new_high",1,3,0,2130,-12,-7,-15,2,-11,16,18,-7,5,19,6,-17,4,4,-15,-14,11,-14
"sub311","medium","med","new_med",3,3,1,982,-12,-7,-7,-11,6,-16,-15,14,-6,-3,-1,-13,4,9,7,-9,-10,-11
"sub112","high","high","new_high",3,3,1,505,-12,-7,12,-14,-6,6,2,21,15,5,12,-7,-12,-2,-2,4,-9,10
"sub120","high","med","new_med",1,1,1,411,-12,-7,-11,13,-8,10,5,-17,-16,-11,-5,-8,-3,-15,-1,-10,-10,9
"sub19","high","med","new_med",1,1,1,2114,-12,-7,-13,15,14,-14,17,11,-18,-16,11,9,-12,3,-1,7,-20,0
"sub247","high","high","old",1,2,0,1337,-12,-7,-1,-11,2,-25,2,12,-10,13,10,5,15,-9,20,-10,-7,-18
"sub247","high","high","old",1,1,1,4905,-12,-7,-7,-7,-2,-19,7,10,-5,14,12,8,20,-5,5,-11,-12,-12
"sub300","high","high","new_high",2,1,0,3302,-12,-7,-12,16,7,-2,-7,3,-3,-12,14,-12,8,5,13,10,11,-5
"sub380","high","med","new_med",2,3,0,9277,-12,-7,19,8,11,-7,7,9,17,-2,0,6,-11,5,17,13,-8,-13
"sub7","high","high","new_high",2,2,1,3614,-12,-7,6,9,-2,-21,-22,10,-2,-9,-7,5,-6,-12,10,12,-13,-11
"sub349","mixed","med","new_med",2,2,1,3939,-12,-7,-15,14,6,-15,9,-14,14,-2,11,-9,17,8,5,4,-3,12
"sub4","mixed","med","new_med",1,1,1,2800,-12,-7,-6,-6,-17,16,-2,-5,8,-3,17,5,-10,13,11,9,-2,-2
"sub209","low","prototype","prototype",3,3,1,928,-12,-6,-15,2,10,-7,8,-5,9,1,12,7,10,10,-13,-11,-6,13
"sub310","low","med","new_med",2,3,0,927,-12,-6,-12,-9,-2,5,5,10,-5,-13,-3,-2,4,4,-20,19,-11,17
"sub362","low","high","new_high",2,2,1,695,-12,-6,-7,11,5,0,-4,-13,8,-4,1,17,-14,18,20,19,-4,3
"sub65","low","high","new_high",2,2,1,1547,-12,-6,-10,2,-3,-8,13,-5,-9,-8,-18,-8,-9,7,0,-2,2,12
"sub254","medium","high","new_high",3,2,0,4905,-12,-6,-2,10,-14,-7,-18,8,1,7,10,-16,-11,-2,-15,16,9,11
"sub315","medium","high","new_high",3,3,1,697,-12,-6,18,10,7,14,10,-7,8,-5,-1,-9,0,-14,-1,2,-7,4
"sub347","medium","low","new_low",3,3,1,2061,-12,-6,8,6,2,12,-14,0,4,13,-9,-14,-4,0,-9,8,-3,-7
"sub391","medium","high","new_high",2,2,1,2425,-12,-6,14,-16,3,-6,15,-14,-10,-13,-1,-6,8,10,3,11,11,9
"sub108","high","high","new_high",3,3,1,737,-12,-6,10,5,-4,7,15,-11,-13,-2,11,14,3,4,6,8,10,19
"sub120","high","med","new_med",1,1,1,449,-12,-6,-14,16,-8,10,4,-13,-16,-13,-10,-5,-1,-14,-5,-11,-9,7
"sub247","high","high","new_high",2,2,1,1387,-12,-6,0,-11,-9,5,5,9,1,-9,12,-4,-1,7,-22,-9,-6,18
"sub284","high","low","new_low",2,1,0,617,-12,-6,3,-3,14,5,8,14,-4,7,1,-7,4,12,12,9,-7,12
"sub300","high","high","new_high",3,1,0,567,-12,-6,10,-6,-1,14,-6,-12,-6,0,-11,-11,11,-16,-4,16,4,-19
"sub380","high","high","new_high",2,2,1,2300,-12,-6,15,13,8,-19,19,10,19,-7,1,6,-2,9,22,19,3,-2
"sub380","high","high","new_high",2,1,0,1516,-12,-6,21,3,1,-9,6,10,8,-9,3,4,1,1,16,15,-10,-4
"sub7","high","high","old",2,1,0,1210,-12,-6,16,3,5,-12,-17,4,-1,-11,-5,10,-5,-15,4,-1,-13,-9
"sub7","high","low","new_low",2,1,0,788,-12,-6,11,6,5,-13,-12,0,-1,-10,-4,10,-5,-14,0,5,-15,-8
"sub101","mixed","high","new_high",1,1,1,1629,-12,-6,0,-8,-9,14,11,0,17,3,-12,8,-10,16,-9,-11,15,-17
"sub12","mixed","high","old",3,2,0,2079,-12,-6,-5,-21,22,-22,16,11,10,7,-2,-4,3,-2,8,13,14,9
"sub321","mixed","high","new_high",2,3,0,2004,-12,-6,-13,11,1,-21,15,-1,-8,5,12,-4,-7,-19,-8,13,-3,-4
"sub397","mixed","high","old",2,1,0,2921,-12,-6,16,9,8,5,11,8,0,-7,3,-12,-10,1,-3,-4,-3,12
"sub4","mixed","high","new_high",3,2,0,1040,-12,-6,-13,7,3,16,4,4,6,10,3,-7,1,0,15,1,13,18
"sub209","low","low","old",3,3,1,1063,-12,-5,-15,2,9,-8,8,-4,8,0,13,6,15,5,-21,-18,-6,13
"sub209","low","high","new_high",3,1,0,3386,-12,-5,-6,-7,1,-11,13,1,3,3,12,6,10,9,-11,-12,-9,19
"sub209","low","low","old",3,3,1,634,-12,-5,-7,0,11,-8,9,-13,15,6,12,8,10,10,-14,-11,-6,13
"sub209","low","high","new_high",3,3,1,894,-12,-5,-13,-1,11,-8,7,-5,5,-1,11,8,6,2,-14,-16,-6,14
"sub209","low","low","old",3,3,1,1983,-12,-5,-10,-2,19,-8,8,-5,9,1,11,7,11,10,-12,-11,-9,14
"sub209","low","high","new_high",3,2,0,1321,-12,-5,-8,-1,20,-5,5,3,9,5,13,7,13,12,-12,-11,-16,23
"sub209","low","low","old",3,3,1,802,-12,-5,-14,3,10,-7,13,-10,8,3,11,5,10,9,-13,-11,-6,13
"sub61","low","low","old",1,1,1,649,-12,-5,-7,0,6,11,-7,5,12,10,3,14,3,-10,14,-9,-3,10
"sub107","medium","med","new_med",3,2,0,7063,-12,-5,12,-9,-1,12,9,-5,-14,4,-3,4,-14,-10,6,4,15,6
"sub22","medium","low","new_low",1,2,0,722,-12,-5,-2,1,8,-5,8,7,-2,8,-7,0,-2,-6,-10,-11,10,-7
"sub22","medium","med","old",1,1,1,818,-12,-5,-3,2,6,-7,10,2,0,9,-7,1,-1,-5,1,-12,13,-8
"sub254","medium","med","old",3,3,1,7687,-12,-5,-6,15,-10,-3,-16,-2,4,13,10,-15,-9,-1,-9,7,9,10
"sub254","medium","med","old",3,3,1,1383,-12,-5,-2,18,-11,-3,-5,-10,4,14,9,-15,-8,-1,-12,8,7,10
"sub15","high","high","new_high",3,1,0,1066,-12,-5,-2,-4,2,-9,-3,-8,-7,-3,-1,-12,13,1,8,6,-5,-12
"sub284","high","low","new_low",2,1,0,1024,-12,-5,2,-3,15,6,7,13,-4,6,0,-7,5,12,13,7,-1,3
"sub284","high","low","new_low",2,2,1,1105,-12,-5,3,-3,14,6,8,15,-4,7,-1,-6,5,13,13,8,-6,12
"sub284","high","prototype","prototype",2,2,1,938,-12,-5,3,-3,14,5,8,14,-4,6,0,-6,5,12,13,8,-6,12
"sub63","high","high","new_high",3,3,1,1443,-12,-5,5,-2,-12,-12,-6,-7,1,9,0,11,3,-6,-16,5,-6,0
"sub63","high","med","new_med",3,3,1,769,-12,-5,0,-8,-20,-3,-7,-6,1,8,-7,4,3,-9,-15,5,-4,-5
"sub63","high","low","new_low",3,3,1,813,-12,-5,-1,-9,-10,-9,-2,-11,2,7,-5,4,2,-7,-9,10,-4,-5
"sub63","high","high","old",3,3,1,1463,-12,-5,0,-6,-17,-14,-7,1,5,15,-9,7,-5,-4,0,8,0,-9
"sub84","high","high","new_high",3,3,1,661,-12,-5,9,11,-21,3,-10,0,-11,7,1,-2,-11,-12,-3,15,8,-5
"sub84","high","med","new_med",3,3,1,1776,-12,-5,7,10,-10,5,-8,1,-8,8,5,4,-14,-6,0,11,11,-2
"sub232","mixed","high","old",2,3,0,567,-12,-5,-8,14,-13,-2,16,16,14,-5,5,4,9,-14,-3,23,-16,-20
"sub261","low","med","new_med",1,1,1,713,-12,-4,-14,12,-2,-9,-2,8,1,14,-4,-3,-3,2,8,-7,-4,0
"sub261","low","high","new_high",1,3,0,1201,-12,-4,-18,21,-9,-10,5,7,4,13,-3,-3,0,2,9,1,2,-4
"sub310","low","high","new_high",2,2,1,1557,-12,-4,-14,-10,5,14,0,4,-11,-23,-10,3,-2,11,-15,10,-10,17
"sub202","medium","med","old",3,3,1,8298,-12,-4,-17,9,-5,-1,-9,1,-9,-6,-12,-7,-3,-5,12,7,2,5
"sub95","medium","med","new_med",2,2,1,1964,-12,-4,7,-8,-4,12,-14,13,10,14,-8,-3,-11,4,14,14,6,3
"sub95","medium","med","old",2,3,0,2199,-12,-4,0,-9,0,9,-15,13,8,12,-6,-6,-3,9,14,8,20,8
"sub95","medium","med","old",2,3,0,1138,-12,-4,-4,-2,-2,13,-15,13,4,15,-8,-3,-5,11,16,10,13,-1
"sub120","high","high","new_high",1,1,1,658,-12,-4,-4,15,-2,16,11,-4,-16,-13,-10,-5,1,-14,-1,-13,-10,6
"sub19","high","high","old",1,1,1,6569,-12,-4,-15,14,14,-12,16,9,-15,-15,3,15,-7,0,-3,6,-15,-12
"sub223","high","high","new_high",1,1,1,1026,-12,-4,13,-4,4,-11,-9,-5,-14,7,8,-4,15,-3,-2,10,9,-15
"sub328","high","high","new_high",2,1,0,630,-12,-4,-16,-6,-10,-19,-16,1,-1,17,15,-1,-12,-11,1,0,18,9
"sub333","mixed","high","new_high",3,1,0,360,-12,-4,0,7,3,0,-18,9,-7,-6,-12,11,-3,8,7,-7,-9,2
"sub349","mixed","high","new_high",2,1,0,9321,-12,-4,-9,9,4,-16,15,-7,8,3,17,-15,11,9,1,6,-1,10
"sub4","mixed","high","old",1,3,0,900,-12,-4,-3,0,-16,8,6,-4,10,-11,10,1,-10,17,8,4,4,-6
"sub68","mixed","low","old",1,3,0,1165,-12,-4,-11,-2,10,2,7,-6,-16,6,14,-10,-15,-10,0,-5,3,15
"sub8","mixed","med","old",1,1,1,3092,-12,-4,-8,-18,-7,-5,-10,10,8,3,4,12,-10,4,-20,-14,12,-3
"sub209","low","med","new_med",3,1,0,709,-12,-3,-13,-1,0,-15,8,-6,17,-8,13,9,10,9,-14,-10,-7,11
"sub382","low","high","new_high",3,3,1,688,-12,-3,6,-15,-10,14,-10,-18,14,9,6,6,-5,6,-3,-11,-19,3
"sub382","low","med","new_med",3,3,1,522,-12,-3,6,-9,-4,9,-10,-13,12,10,9,11,-13,3,-3,-14,-10,2
"sub202","medium","low","new_low",3,2,0,4116,-12,-3,-14,8,-1,-5,-12,1,-2,-15,-11,-8,1,-6,13,5,-2,2
"sub202","medium","prototype","prototype",3,3,1,2654,-12,-3,-14,8,-2,-5,-11,1,-2,-15,-11,-9,2,-6,13,5,-3,2
"sub242","medium","med","new_med",2,2,1,902,-12,-3,-7,-9,12,19,16,11,-13,11,-13,0,-14,14,8,-2,-12,-16
"sub258","medium","high","new_high",1,3,0,1078,-12,-3,6,3,12,11,-17,-5,15,10,-1,-12,19,-8,-1,4,-5,-4
"sub355","medium","med","old",1,2,0,1169,-12,-3,11,-7,1,-14,-8,8,-6,-12,6,-16,7,-8,13,-8,14,14
"sub58","medium","low","new_low",2,1,0,930,-12,-3,12,3,-10,-15,6,6,-9,7,-10,2,10,8,-1,-13,1,13
"sub58","medium","high","new_high",2,2,1,7274,-12,-3,12,3,-17,-22,6,10,-5,5,-18,-2,8,9,-3,-14,-4,14
"sub74","medium","med","new_med",1,3,0,2391,-12,-3,13,17,-10,-11,-12,-14,6,0,12,1,-16,-4,3,-7,-12,1
"sub74","medium","high","new_high",1,1,1,1062,-12,-3,11,20,-13,-8,-11,-15,9,8,12,2,-14,-1,1,4,-1,0
"sub74","medium","med","new_med",1,2,0,2486,-12,-3,17,15,-12,-6,-13,-16,4,-1,14,1,-14,-5,-2,-4,-1,1
"sub95","medium","low","new_low",2,2,1,880,-12,-3,-2,-7,-2,11,-16,11,9,13,-7,-3,-5,9,15,10,12,-1
"sub95","medium","low","new_low",2,3,0,1156,-12,-3,-3,-16,-2,12,-13,13,10,14,-6,-5,-5,10,14,11,11,-2
"sub95","medium","prototype","prototype",2,3,0,1162,-12,-3,-2,-7,-2,12,-15,12,9,14,-7,-4,-5,10,15,10,11,-2
"sub108","high","low","new_low",2,2,1,870,-12,-3,16,-13,-9,-15,-4,6,9,-10,-11,16,6,-10,-14,-4,-9,0
"sub223","high","high","new_high",1,2,0,5799,-12,-3,10,-3,10,-11,-13,-8,-12,8,-3,-10,20,-2,2,9,6,-16
"sub223","high","high","old",1,1,1,782,-12,-3,12,-5,11,-10,-15,-6,-14,9,13,-9,16,-9,6,11,10,-12
"sub223","high","high","old",1,1,1,1009,-12,-3,2,-11,7,-13,-7,-7,-14,5,13,-10,13,-6,2,3,15,-14
"sub284","high","high","new_high",2,2,1,933,-12,-3,4,-4,6,-3,13,5,-9,8,2,-6,6,12,12,7,2,8
"sub63","high","high","new_high",3,3,1,1568,-12,-3,-6,-15,-10,-9,-14,-9,4,9,-3,1,0,-11,-9,11,-2,-3
"sub12","mixed","high","new_high",3,2,0,868,-12,-3,-2,-20,18,-6,10,5,12,-4,-14,-5,19,6,-5,22,8,6
"sub212","mixed","high","old",3,3,1,712,-12,-3,7,-5,-10,-1,-7,16,-1,7,2,1,-6,5,-13,-15,19,15
"sub68","mixed","low","new_low",1,1,1,2085,-12,-3,-10,0,10,6,6,-4,-15,4,13,-10,-11,-7,0,-4,2,15
"sub68","mixed","med","new_med",1,3,0,8652,-12,-3,-8,-3,9,7,5,-5,-19,-2,4,-8,-11,-10,-2,-3,-7,11
"sub225","low","med","new_med",1,1,1,2743,-12,-2,10,-8,-10,0,0,2,11,-2,-3,0,6,7,5,-8,-8,11
"sub382","low","low","old",3,3,1,578,-12,-2,6,-10,-6,9,-9,-9,13,11,8,6,-14,5,-3,-11,-20,8
"sub382","low","low","new_low",3,3,1,679,-12,-2,6,-10,-10,14,-10,-11,12,11,8,5,-14,5,-3,-12,-15,8
"sub107","medium","med","old",3,3,1,1300,-12,-2,16,-8,-1,10,7,-3,-11,4,-2,8,-12,-9,5,-6,17,4
"sub202","medium","med","new_med",3,3,1,1438,-12,-2,-22,12,-3,-3,-10,1,-8,-21,-10,-10,3,-16,14,5,-2,3
"sub283","medium","med","old",2,2,1,320,-12,-2,-11,9,2,3,10,-8,-12,-11,-5,4,12,4,11,6,-8,-3
"sub355","medium","med","new_med",1,2,0,1523,-12,-2,9,-7,5,-14,3,15,-8,-9,3,-6,6,-12,13,-10,13,14
"sub74","medium","med","old",1,1,1,2796,-12,-2,15,16,-16,-14,-11,-13,5,2,11,3,-16,-2,1,-3,-3,2
"sub74","medium","low","new_low",1,2,0,2553,-12,-2,15,15,-14,-6,-21,-20,6,0,13,3,-14,-3,0,-3,-3,0
"sub95","medium","low","new_low",2,2,1,1666,-12,-2,-3,-7,-11,6,-16,13,8,13,-8,-4,-4,10,15,10,11,-2
"sub108","high","low","new_low",2,2,1,830,-12,-2,15,-12,-9,-14,-4,6,9,-17,-12,17,3,-11,-14,-4,-10,0
