"id","sbjCode","condit","Category","Pattern.Type","file","n","Corr","item_label"
"243.high","243","high",1,"old","dot_cond3_sub243.txt",99,0.343434343434343,"243_high_1_304"
"243.high","243","high",1,"new_low","dot_cond3_sub243.txt",3,0.333333333333333,"243_high_1_304"
"243.high","243","high",1,"new_med","dot_cond3_sub243.txt",6,0.166666666666667,"243_high_1_304"
"243.high","243","high",1,"new_high","dot_cond3_sub243.txt",9,0.222222222222222,"243_high_1_304"
"243.high","243","high",2,"prototype","dot_cond3_sub243.txt",1,1,"243_high_2_333"
"243.high","243","high",2,"old","dot_cond3_sub243.txt",99,0.343434343434343,"243_high_2_333"
"243.high","243","high",2,"new_low","dot_cond3_sub243.txt",3,0,"243_high_2_333"
"243.high","243","high",2,"new_med","dot_cond3_sub243.txt",6,0.333333333333333,"243_high_2_333"
"243.high","243","high",2,"new_high","dot_cond3_sub243.txt",9,0.333333333333333,"243_high_2_333"
"243.high","243","high",3,"prototype","dot_cond3_sub243.txt",1,0,"243_high_3_343"
"243.high","243","high",3,"old","dot_cond3_sub243.txt",99,0.282828282828283,"243_high_3_343"
"243.high","243","high",3,"new_low","dot_cond3_sub243.txt",3,0,"243_high_3_343"
"243.high","243","high",3,"new_med","dot_cond3_sub243.txt",6,0,"243_high_3_343"
"243.high","243","high",3,"new_high","dot_cond3_sub243.txt",9,0.111111111111111,"243_high_3_343"
"244.mixed","244","mixed",1,"prototype","dot_cond4_sub244.txt",1,1,"244_mixed_1_342"
"244.mixed","244","mixed",1,"old","dot_cond4_sub244.txt",99,0.717171717171717,"244_mixed_1_342"
"244.mixed","244","mixed",1,"new_low","dot_cond4_sub244.txt",3,1,"244_mixed_1_342"
"244.mixed","244","mixed",1,"new_med","dot_cond4_sub244.txt",6,0.833333333333333,"244_mixed_1_342"
"244.mixed","244","mixed",1,"new_high","dot_cond4_sub244.txt",9,0.555555555555556,"244_mixed_1_342"
"244.mixed","244","mixed",2,"prototype","dot_cond4_sub244.txt",1,1,"244_mixed_2_288"
"244.mixed","244","mixed",2,"old","dot_cond4_sub244.txt",99,0.575757575757576,"244_mixed_2_288"
"244.mixed","244","mixed",2,"new_low","dot_cond4_sub244.txt",3,1,"244_mixed_2_288"
"244.mixed","244","mixed",2,"new_med","dot_cond4_sub244.txt",6,1,"244_mixed_2_288"
"244.mixed","244","mixed",2,"new_high","dot_cond4_sub244.txt",9,0.666666666666667,"244_mixed_2_288"
"244.mixed","244","mixed",3,"prototype","dot_cond4_sub244.txt",1,1,"244_mixed_3_350"
"244.mixed","244","mixed",3,"old","dot_cond4_sub244.txt",99,0.878787878787879,"244_mixed_3_350"
"244.mixed","244","mixed",3,"new_low","dot_cond4_sub244.txt",3,1,"244_mixed_3_350"
"244.mixed","244","mixed",3,"new_med","dot_cond4_sub244.txt",6,0.833333333333333,"244_mixed_3_350"
"244.mixed","244","mixed",3,"new_high","dot_cond4_sub244.txt",9,0.777777777777778,"244_mixed_3_350"
"245.low","245","low",1,"prototype","dot_cond1_sub245.txt",1,1,"245_low_1_273"
"245.low","245","low",1,"old","dot_cond1_sub245.txt",99,0.909090909090909,"245_low_1_273"
"245.low","245","low",1,"new_low","dot_cond1_sub245.txt",3,1,"245_low_1_273"
"245.low","245","low",1,"new_med","dot_cond1_sub245.txt",6,0.833333333333333,"245_low_1_273"
"245.low","245","low",1,"new_high","dot_cond1_sub245.txt",9,0.444444444444444,"245_low_1_273"
"245.low","245","low",2,"prototype","dot_cond1_sub245.txt",1,1,"245_low_2_347"
"245.low","245","low",2,"old","dot_cond1_sub245.txt",99,0.848484848484849,"245_low_2_347"
"245.low","245","low",2,"new_low","dot_cond1_sub245.txt",3,1,"245_low_2_347"
"245.low","245","low",2,"new_med","dot_cond1_sub245.txt",6,0.666666666666667,"245_low_2_347"
"245.low","245","low",2,"new_high","dot_cond1_sub245.txt",9,0.666666666666667,"245_low_2_347"
"245.low","245","low",3,"prototype","dot_cond1_sub245.txt",1,1,"245_low_3_341"
"245.low","245","low",3,"old","dot_cond1_sub245.txt",99,0.848484848484849,"245_low_3_341"
"245.low","245","low",3,"new_low","dot_cond1_sub245.txt",3,0.666666666666667,"245_low_3_341"
"245.low","245","low",3,"new_med","dot_cond1_sub245.txt",6,0.666666666666667,"245_low_3_341"
"245.low","245","low",3,"new_high","dot_cond1_sub245.txt",9,0.666666666666667,"245_low_3_341"
"246.medium","246","medium",1,"prototype","dot_cond2_sub246.txt",1,1,"246_medium_1_274"
"246.medium","246","medium",1,"old","dot_cond2_sub246.txt",99,0.757575757575758,"246_medium_1_274"
"246.medium","246","medium",1,"new_low","dot_cond2_sub246.txt",3,1,"246_medium_1_274"
"246.medium","246","medium",1,"new_med","dot_cond2_sub246.txt",6,0.833333333333333,"246_medium_1_274"
"246.medium","246","medium",1,"new_high","dot_cond2_sub246.txt",9,0.555555555555556,"246_medium_1_274"
"246.medium","246","medium",2,"prototype","dot_cond2_sub246.txt",1,1,"246_medium_2_342"
"246.medium","246","medium",2,"old","dot_cond2_sub246.txt",99,0.737373737373737,"246_medium_2_342"
"246.medium","246","medium",2,"new_low","dot_cond2_sub246.txt",3,1,"246_medium_2_342"
"246.medium","246","medium",2,"new_med","dot_cond2_sub246.txt",6,0.833333333333333,"246_medium_2_342"
"246.medium","246","medium",2,"new_high","dot_cond2_sub246.txt",9,0.888888888888889,"246_medium_2_342"
"246.medium","246","medium",3,"prototype","dot_cond2_sub246.txt",1,1,"246_medium_3_285"
"246.medium","246","medium",3,"old","dot_cond2_sub246.txt",99,0.686868686868687,"246_medium_3_285"
"246.medium","246","medium",3,"new_low","dot_cond2_sub246.txt",3,1,"246_medium_3_285"
"246.medium","246","medium",3,"new_med","dot_cond2_sub246.txt",6,0.5,"246_medium_3_285"
"246.medium","246","medium",3,"new_high","dot_cond2_sub246.txt",9,0.777777777777778,"246_medium_3_285"
"247.high","247","high",1,"prototype","dot_cond3_sub247.txt",1,1,"247_high_1_284"
"247.high","247","high",1,"old","dot_cond3_sub247.txt",99,0.414141414141414,"247_high_1_284"
"247.high","247","high",1,"new_low","dot_cond3_sub247.txt",3,0.666666666666667,"247_high_1_284"
"247.high","247","high",1,"new_med","dot_cond3_sub247.txt",6,0.666666666666667,"247_high_1_284"
"247.high","247","high",1,"new_high","dot_cond3_sub247.txt",9,0.333333333333333,"247_high_1_284"
"247.high","247","high",2,"prototype","dot_cond3_sub247.txt",1,1,"247_high_2_335"
"247.high","247","high",2,"old","dot_cond3_sub247.txt",99,0.393939393939394,"247_high_2_335"
"247.high","247","high",2,"new_low","dot_cond3_sub247.txt",3,0.333333333333333,"247_high_2_335"
"247.high","247","high",2,"new_med","dot_cond3_sub247.txt",6,0.333333333333333,"247_high_2_335"
"247.high","247","high",2,"new_high","dot_cond3_sub247.txt",9,0.444444444444444,"247_high_2_335"
"247.high","247","high",3,"prototype","dot_cond3_sub247.txt",1,1,"247_high_3_290"
"247.high","247","high",3,"old","dot_cond3_sub247.txt",99,0.363636363636364,"247_high_3_290"
"247.high","247","high",3,"new_low","dot_cond3_sub247.txt",3,0,"247_high_3_290"
"247.high","247","high",3,"new_med","dot_cond3_sub247.txt",6,0.5,"247_high_3_290"
"247.high","247","high",3,"new_high","dot_cond3_sub247.txt",9,0.222222222222222,"247_high_3_290"
"249.low","249","low",1,"prototype","dot_cond1_sub249.txt",1,1,"249_low_1_299"
"249.low","249","low",1,"old","dot_cond1_sub249.txt",99,0.94949494949495,"249_low_1_299"
"249.low","249","low",1,"new_low","dot_cond1_sub249.txt",3,1,"249_low_1_299"
"249.low","249","low",1,"new_med","dot_cond1_sub249.txt",6,0.833333333333333,"249_low_1_299"
"249.low","249","low",1,"new_high","dot_cond1_sub249.txt",9,0.888888888888889,"249_low_1_299"
"249.low","249","low",2,"prototype","dot_cond1_sub249.txt",1,1,"249_low_2_349"
"249.low","249","low",2,"old","dot_cond1_sub249.txt",99,0.808080808080808,"249_low_2_349"
"249.low","249","low",2,"new_low","dot_cond1_sub249.txt",3,1,"249_low_2_349"
"249.low","249","low",2,"new_med","dot_cond1_sub249.txt",6,0.666666666666667,"249_low_2_349"
"249.low","249","low",2,"new_high","dot_cond1_sub249.txt",9,0.555555555555556,"249_low_2_349"
"249.low","249","low",3,"prototype","dot_cond1_sub249.txt",1,1,"249_low_3_354"
"249.low","249","low",3,"old","dot_cond1_sub249.txt",99,0.878787878787879,"249_low_3_354"
"249.low","249","low",3,"new_low","dot_cond1_sub249.txt",3,1,"249_low_3_354"
"249.low","249","low",3,"new_med","dot_cond1_sub249.txt",6,1,"249_low_3_354"
"249.low","249","low",3,"new_high","dot_cond1_sub249.txt",9,0.666666666666667,"249_low_3_354"
"25.low","25","low",1,"prototype","dot_cond1_sub25.txt",1,1,"25_low_1_297"
"25.low","25","low",1,"old","dot_cond1_sub25.txt",99,0.575757575757576,"25_low_1_297"
"25.low","25","low",1,"new_low","dot_cond1_sub25.txt",3,0.333333333333333,"25_low_1_297"
"25.low","25","low",1,"new_med","dot_cond1_sub25.txt",6,0.666666666666667,"25_low_1_297"
"25.low","25","low",1,"new_high","dot_cond1_sub25.txt",9,0.222222222222222,"25_low_1_297"
"25.low","25","low",2,"prototype","dot_cond1_sub25.txt",1,1,"25_low_2_290"
"25.low","25","low",2,"old","dot_cond1_sub25.txt",99,0.757575757575758,"25_low_2_290"
"25.low","25","low",2,"new_low","dot_cond1_sub25.txt",3,0.666666666666667,"25_low_2_290"
"25.low","25","low",2,"new_med","dot_cond1_sub25.txt",6,0.5,"25_low_2_290"
"25.low","25","low",2,"new_high","dot_cond1_sub25.txt",9,0.777777777777778,"25_low_2_290"
"25.low","25","low",3,"prototype","dot_cond1_sub25.txt",1,1,"25_low_3_333"
"25.low","25","low",3,"old","dot_cond1_sub25.txt",99,0.717171717171717,"25_low_3_333"
"25.low","25","low",3,"new_low","dot_cond1_sub25.txt",3,0.666666666666667,"25_low_3_333"
"25.low","25","low",3,"new_med","dot_cond1_sub25.txt",6,0.833333333333333,"25_low_3_333"
"25.low","25","low",3,"new_high","dot_cond1_sub25.txt",9,0.555555555555556,"25_low_3_333"
"250.medium","250","medium",1,"prototype","dot_cond2_sub250.txt",1,1,"250_medium_1_333"
"250.medium","250","medium",1,"old","dot_cond2_sub250.txt",99,0.868686868686869,"250_medium_1_333"
"250.medium","250","medium",1,"new_low","dot_cond2_sub250.txt",3,1,"250_medium_1_333"
"250.medium","250","medium",1,"new_med","dot_cond2_sub250.txt",6,0.666666666666667,"250_medium_1_333"
"250.medium","250","medium",1,"new_high","dot_cond2_sub250.txt",9,0.888888888888889,"250_medium_1_333"
"250.medium","250","medium",2,"prototype","dot_cond2_sub250.txt",1,1,"250_medium_2_329"
"250.medium","250","medium",2,"old","dot_cond2_sub250.txt",99,0.848484848484849,"250_medium_2_329"
"250.medium","250","medium",2,"new_low","dot_cond2_sub250.txt",3,0.333333333333333,"250_medium_2_329"
"250.medium","250","medium",2,"new_med","dot_cond2_sub250.txt",6,0.833333333333333,"250_medium_2_329"
"250.medium","250","medium",2,"new_high","dot_cond2_sub250.txt",9,0.555555555555556,"250_medium_2_329"
"250.medium","250","medium",3,"prototype","dot_cond2_sub250.txt",1,1,"250_medium_3_288"
"250.medium","250","medium",3,"old","dot_cond2_sub250.txt",99,0.686868686868687,"250_medium_3_288"
"250.medium","250","medium",3,"new_low","dot_cond2_sub250.txt",3,0.666666666666667,"250_medium_3_288"
"250.medium","250","medium",3,"new_med","dot_cond2_sub250.txt",6,0.666666666666667,"250_medium_3_288"
"250.medium","250","medium",3,"new_high","dot_cond2_sub250.txt",9,0.666666666666667,"250_medium_3_288"
"251.high","251","high",1,"prototype","dot_cond3_sub251.txt",1,0,"251_high_1_330"
"251.high","251","high",1,"old","dot_cond3_sub251.txt",99,0.333333333333333,"251_high_1_330"
"251.high","251","high",1,"new_low","dot_cond3_sub251.txt",3,0.666666666666667,"251_high_1_330"
"251.high","251","high",1,"new_med","dot_cond3_sub251.txt",6,0.5,"251_high_1_330"
"251.high","251","high",1,"new_high","dot_cond3_sub251.txt",9,0.777777777777778,"251_high_1_330"
"251.high","251","high",2,"prototype","dot_cond3_sub251.txt",1,1,"251_high_2_320"
"251.high","251","high",2,"old","dot_cond3_sub251.txt",99,0.555555555555556,"251_high_2_320"
"251.high","251","high",2,"new_low","dot_cond3_sub251.txt",3,1,"251_high_2_320"
"251.high","251","high",2,"new_med","dot_cond3_sub251.txt",6,1,"251_high_2_320"
"251.high","251","high",2,"new_high","dot_cond3_sub251.txt",9,0.888888888888889,"251_high_2_320"
"251.high","251","high",3,"prototype","dot_cond3_sub251.txt",1,1,"251_high_3_288"
"251.high","251","high",3,"old","dot_cond3_sub251.txt",99,0.707070707070707,"251_high_3_288"
"251.high","251","high",3,"new_low","dot_cond3_sub251.txt",3,1,"251_high_3_288"
"251.high","251","high",3,"new_med","dot_cond3_sub251.txt",6,1,"251_high_3_288"
"251.high","251","high",3,"new_high","dot_cond3_sub251.txt",9,1,"251_high_3_288"
"252.mixed","252","mixed",1,"prototype","dot_cond4_sub252.txt",1,1,"252_mixed_1_331"
"252.mixed","252","mixed",1,"old","dot_cond4_sub252.txt",99,0.585858585858586,"252_mixed_1_331"
"252.mixed","252","mixed",1,"new_low","dot_cond4_sub252.txt",3,0.666666666666667,"252_mixed_1_331"
"252.mixed","252","mixed",1,"new_med","dot_cond4_sub252.txt",6,0.5,"252_mixed_1_331"
"252.mixed","252","mixed",1,"new_high","dot_cond4_sub252.txt",9,0.444444444444444,"252_mixed_1_331"
"252.mixed","252","mixed",2,"prototype","dot_cond4_sub252.txt",1,1,"252_mixed_2_289"
"252.mixed","252","mixed",2,"old","dot_cond4_sub252.txt",99,0.898989898989899,"252_mixed_2_289"
"252.mixed","252","mixed",2,"new_low","dot_cond4_sub252.txt",3,1,"252_mixed_2_289"
"252.mixed","252","mixed",2,"new_med","dot_cond4_sub252.txt",6,0.833333333333333,"252_mixed_2_289"
"252.mixed","252","mixed",2,"new_high","dot_cond4_sub252.txt",9,1,"252_mixed_2_289"
"252.mixed","252","mixed",3,"prototype","dot_cond4_sub252.txt",1,1,"252_mixed_3_348"
"252.mixed","252","mixed",3,"old","dot_cond4_sub252.txt",99,0.767676767676768,"252_mixed_3_348"
"252.mixed","252","mixed",3,"new_low","dot_cond4_sub252.txt",3,1,"252_mixed_3_348"
"252.mixed","252","mixed",3,"new_med","dot_cond4_sub252.txt",6,1,"252_mixed_3_348"
"252.mixed","252","mixed",3,"new_high","dot_cond4_sub252.txt",9,0.888888888888889,"252_mixed_3_348"
"253.low","253","low",1,"prototype","dot_cond1_sub253.txt",1,1,"253_low_1_339"
"253.low","253","low",1,"old","dot_cond1_sub253.txt",99,0.909090909090909,"253_low_1_339"
"253.low","253","low",1,"new_low","dot_cond1_sub253.txt",3,1,"253_low_1_339"
"253.low","253","low",1,"new_med","dot_cond1_sub253.txt",6,0.666666666666667,"253_low_1_339"
"253.low","253","low",1,"new_high","dot_cond1_sub253.txt",9,0.333333333333333,"253_low_1_339"
"253.low","253","low",2,"prototype","dot_cond1_sub253.txt",1,1,"253_low_2_285"
"253.low","253","low",2,"old","dot_cond1_sub253.txt",99,0.898989898989899,"253_low_2_285"
"253.low","253","low",2,"new_low","dot_cond1_sub253.txt",3,1,"253_low_2_285"
"253.low","253","low",2,"new_med","dot_cond1_sub253.txt",6,1,"253_low_2_285"
"253.low","253","low",2,"new_high","dot_cond1_sub253.txt",9,0.777777777777778,"253_low_2_285"
"253.low","253","low",3,"prototype","dot_cond1_sub253.txt",1,1,"253_low_3_307"
"253.low","253","low",3,"old","dot_cond1_sub253.txt",99,0.878787878787879,"253_low_3_307"
"253.low","253","low",3,"new_low","dot_cond1_sub253.txt",3,1,"253_low_3_307"
"253.low","253","low",3,"new_med","dot_cond1_sub253.txt",6,0.666666666666667,"253_low_3_307"
"253.low","253","low",3,"new_high","dot_cond1_sub253.txt",9,0.666666666666667,"253_low_3_307"
"254.medium","254","medium",1,"prototype","dot_cond2_sub254.txt",1,1,"254_medium_1_342"
"254.medium","254","medium",1,"old","dot_cond2_sub254.txt",99,0.393939393939394,"254_medium_1_342"
"254.medium","254","medium",1,"new_low","dot_cond2_sub254.txt",3,0.333333333333333,"254_medium_1_342"
"254.medium","254","medium",1,"new_med","dot_cond2_sub254.txt",6,0.666666666666667,"254_medium_1_342"
"254.medium","254","medium",1,"new_high","dot_cond2_sub254.txt",9,0.666666666666667,"254_medium_1_342"
"254.medium","254","medium",2,"prototype","dot_cond2_sub254.txt",1,1,"254_medium_2_284"
"254.medium","254","medium",2,"old","dot_cond2_sub254.txt",99,0.525252525252525,"254_medium_2_284"
"254.medium","254","medium",2,"new_low","dot_cond2_sub254.txt",3,1,"254_medium_2_284"
"254.medium","254","medium",2,"new_med","dot_cond2_sub254.txt",6,1,"254_medium_2_284"
"254.medium","254","medium",2,"new_high","dot_cond2_sub254.txt",9,0.333333333333333,"254_medium_2_284"
"254.medium","254","medium",3,"prototype","dot_cond2_sub254.txt",1,1,"254_medium_3_333"
"254.medium","254","medium",3,"old","dot_cond2_sub254.txt",99,0.575757575757576,"254_medium_3_333"
"254.medium","254","medium",3,"new_low","dot_cond2_sub254.txt",3,1,"254_medium_3_333"
"254.medium","254","medium",3,"new_med","dot_cond2_sub254.txt",6,0.666666666666667,"254_medium_3_333"
"254.medium","254","medium",3,"new_high","dot_cond2_sub254.txt",9,0.555555555555556,"254_medium_3_333"
"255.high","255","high",1,"prototype","dot_cond3_sub255.txt",1,0,"255_high_1_317"
"255.high","255","high",1,"old","dot_cond3_sub255.txt",99,0.414141414141414,"255_high_1_317"
"255.high","255","high",1,"new_low","dot_cond3_sub255.txt",3,0.666666666666667,"255_high_1_317"
"255.high","255","high",1,"new_med","dot_cond3_sub255.txt",6,0.5,"255_high_1_317"
"255.high","255","high",1,"new_high","dot_cond3_sub255.txt",9,0.555555555555556,"255_high_1_317"
"255.high","255","high",2,"prototype","dot_cond3_sub255.txt",1,0,"255_high_2_310"
"255.high","255","high",2,"old","dot_cond3_sub255.txt",99,0.353535353535354,"255_high_2_310"
"255.high","255","high",2,"new_low","dot_cond3_sub255.txt",3,0.333333333333333,"255_high_2_310"
"255.high","255","high",2,"new_med","dot_cond3_sub255.txt",6,0.333333333333333,"255_high_2_310"
"255.high","255","high",2,"new_high","dot_cond3_sub255.txt",9,0.222222222222222,"255_high_2_310"
"255.high","255","high",3,"prototype","dot_cond3_sub255.txt",1,0,"255_high_3_350"
"255.high","255","high",3,"old","dot_cond3_sub255.txt",99,0.303030303030303,"255_high_3_350"
"255.high","255","high",3,"new_low","dot_cond3_sub255.txt",3,0.333333333333333,"255_high_3_350"
"255.high","255","high",3,"new_med","dot_cond3_sub255.txt",6,0.5,"255_high_3_350"
"255.high","255","high",3,"new_high","dot_cond3_sub255.txt",9,0.444444444444444,"255_high_3_350"
"256.mixed","256","mixed",1,"prototype","dot_cond4_sub256.txt",1,1,"256_mixed_1_319"
"256.mixed","256","mixed",1,"old","dot_cond4_sub256.txt",99,0.656565656565657,"256_mixed_1_319"
"256.mixed","256","mixed",1,"new_low","dot_cond4_sub256.txt",3,1,"256_mixed_1_319"
"256.mixed","256","mixed",1,"new_med","dot_cond4_sub256.txt",6,0.666666666666667,"256_mixed_1_319"
"256.mixed","256","mixed",1,"new_high","dot_cond4_sub256.txt",9,0.666666666666667,"256_mixed_1_319"
"256.mixed","256","mixed",2,"prototype","dot_cond4_sub256.txt",1,1,"256_mixed_2_320"
"256.mixed","256","mixed",2,"old","dot_cond4_sub256.txt",99,0.767676767676768,"256_mixed_2_320"
"256.mixed","256","mixed",2,"new_low","dot_cond4_sub256.txt",3,1,"256_mixed_2_320"
"256.mixed","256","mixed",2,"new_med","dot_cond4_sub256.txt",6,0.666666666666667,"256_mixed_2_320"
"256.mixed","256","mixed",2,"new_high","dot_cond4_sub256.txt",9,0.555555555555556,"256_mixed_2_320"
"256.mixed","256","mixed",3,"prototype","dot_cond4_sub256.txt",1,1,"256_mixed_3_293"
"256.mixed","256","mixed",3,"old","dot_cond4_sub256.txt",99,0.626262626262626,"256_mixed_3_293"
"256.mixed","256","mixed",3,"new_low","dot_cond4_sub256.txt",3,0.666666666666667,"256_mixed_3_293"
"256.mixed","256","mixed",3,"new_med","dot_cond4_sub256.txt",6,0.833333333333333,"256_mixed_3_293"
"256.mixed","256","mixed",3,"new_high","dot_cond4_sub256.txt",9,0.777777777777778,"256_mixed_3_293"
"257.low","257","low",1,"prototype","dot_cond1_sub257.txt",1,1,"257_low_1_330"
"257.low","257","low",1,"old","dot_cond1_sub257.txt",99,0.929292929292929,"257_low_1_330"
"257.low","257","low",1,"new_low","dot_cond1_sub257.txt",3,1,"257_low_1_330"
"257.low","257","low",1,"new_med","dot_cond1_sub257.txt",6,0.833333333333333,"257_low_1_330"
"257.low","257","low",1,"new_high","dot_cond1_sub257.txt",9,0.444444444444444,"257_low_1_330"
"257.low","257","low",2,"prototype","dot_cond1_sub257.txt",1,1,"257_low_2_297"
"257.low","257","low",2,"old","dot_cond1_sub257.txt",99,0.828282828282828,"257_low_2_297"
"257.low","257","low",2,"new_low","dot_cond1_sub257.txt",3,1,"257_low_2_297"
"257.low","257","low",2,"new_med","dot_cond1_sub257.txt",6,0.666666666666667,"257_low_2_297"
"257.low","257","low",2,"new_high","dot_cond1_sub257.txt",9,0.888888888888889,"257_low_2_297"
"257.low","257","low",3,"prototype","dot_cond1_sub257.txt",1,1,"257_low_3_289"
"257.low","257","low",3,"old","dot_cond1_sub257.txt",99,0.93939393939394,"257_low_3_289"
"257.low","257","low",3,"new_low","dot_cond1_sub257.txt",3,1,"257_low_3_289"
"257.low","257","low",3,"new_med","dot_cond1_sub257.txt",6,0.833333333333333,"257_low_3_289"
"257.low","257","low",3,"new_high","dot_cond1_sub257.txt",9,0.777777777777778,"257_low_3_289"
"258.medium","258","medium",1,"prototype","dot_cond2_sub258.txt",1,1,"258_medium_1_333"
"258.medium","258","medium",1,"old","dot_cond2_sub258.txt",99,0.383838383838384,"258_medium_1_333"
"258.medium","258","medium",1,"new_low","dot_cond2_sub258.txt",3,0.333333333333333,"258_medium_1_333"
"258.medium","258","medium",1,"new_med","dot_cond2_sub258.txt",6,0.833333333333333,"258_medium_1_333"
"258.medium","258","medium",1,"new_high","dot_cond2_sub258.txt",9,0.111111111111111,"258_medium_1_333"
"258.medium","258","medium",2,"prototype","dot_cond2_sub258.txt",1,1,"258_medium_2_345"
"258.medium","258","medium",2,"old","dot_cond2_sub258.txt",99,0.414141414141414,"258_medium_2_345"
"258.medium","258","medium",2,"new_low","dot_cond2_sub258.txt",3,0.666666666666667,"258_medium_2_345"
"258.medium","258","medium",2,"new_med","dot_cond2_sub258.txt",6,0.833333333333333,"258_medium_2_345"
"258.medium","258","medium",2,"new_high","dot_cond2_sub258.txt",9,0,"258_medium_2_345"
"258.medium","258","medium",3,"prototype","dot_cond2_sub258.txt",1,1,"258_medium_3_331"
"258.medium","258","medium",3,"old","dot_cond2_sub258.txt",99,0.474747474747475,"258_medium_3_331"
"258.medium","258","medium",3,"new_low","dot_cond2_sub258.txt",3,0.666666666666667,"258_medium_3_331"
"258.medium","258","medium",3,"new_med","dot_cond2_sub258.txt",6,0.333333333333333,"258_medium_3_331"
"258.medium","258","medium",3,"new_high","dot_cond2_sub258.txt",9,0,"258_medium_3_331"
"259.high","259","high",1,"prototype","dot_cond3_sub259.txt",1,1,"259_high_1_334"
"259.high","259","high",1,"old","dot_cond3_sub259.txt",99,0.515151515151515,"259_high_1_334"
"259.high","259","high",1,"new_low","dot_cond3_sub259.txt",3,1,"259_high_1_334"
"259.high","259","high",1,"new_med","dot_cond3_sub259.txt",6,0.666666666666667,"259_high_1_334"
"259.high","259","high",1,"new_high","dot_cond3_sub259.txt",9,0.888888888888889,"259_high_1_334"
"259.high","259","high",2,"prototype","dot_cond3_sub259.txt",1,0,"259_high_2_280"
"259.high","259","high",2,"old","dot_cond3_sub259.txt",99,0.323232323232323,"259_high_2_280"
"259.high","259","high",2,"new_low","dot_cond3_sub259.txt",3,1,"259_high_2_280"
"259.high","259","high",2,"new_med","dot_cond3_sub259.txt",6,0.166666666666667,"259_high_2_280"
"259.high","259","high",2,"new_high","dot_cond3_sub259.txt",9,0.444444444444444,"259_high_2_280"
"259.high","259","high",3,"prototype","dot_cond3_sub259.txt",1,0,"259_high_3_287"
"259.high","259","high",3,"old","dot_cond3_sub259.txt",99,0.0808080808080808,"259_high_3_287"
"259.high","259","high",3,"new_low","dot_cond3_sub259.txt",3,0,"259_high_3_287"
"259.high","259","high",3,"new_med","dot_cond3_sub259.txt",6,0.166666666666667,"259_high_3_287"
"259.high","259","high",3,"new_high","dot_cond3_sub259.txt",9,0.111111111111111,"259_high_3_287"
"260.mixed","260","mixed",1,"prototype","dot_cond4_sub260.txt",1,1,"260_mixed_1_279"
"260.mixed","260","mixed",1,"old","dot_cond4_sub260.txt",99,0.818181818181818,"260_mixed_1_279"
"260.mixed","260","mixed",1,"new_low","dot_cond4_sub260.txt",3,1,"260_mixed_1_279"
"260.mixed","260","mixed",1,"new_med","dot_cond4_sub260.txt",6,1,"260_mixed_1_279"
"260.mixed","260","mixed",1,"new_high","dot_cond4_sub260.txt",9,1,"260_mixed_1_279"
"260.mixed","260","mixed",2,"prototype","dot_cond4_sub260.txt",1,1,"260_mixed_2_342"
"260.mixed","260","mixed",2,"old","dot_cond4_sub260.txt",99,0.595959595959596,"260_mixed_2_342"
"260.mixed","260","mixed",2,"new_low","dot_cond4_sub260.txt",3,0.666666666666667,"260_mixed_2_342"
"260.mixed","260","mixed",2,"new_med","dot_cond4_sub260.txt",6,0.666666666666667,"260_mixed_2_342"
"260.mixed","260","mixed",2,"new_high","dot_cond4_sub260.txt",9,0.222222222222222,"260_mixed_2_342"
"260.mixed","260","mixed",3,"prototype","dot_cond4_sub260.txt",1,0,"260_mixed_3_285"
"260.mixed","260","mixed",3,"old","dot_cond4_sub260.txt",99,0.535353535353535,"260_mixed_3_285"
"260.mixed","260","mixed",3,"new_low","dot_cond4_sub260.txt",3,0,"260_mixed_3_285"
"260.mixed","260","mixed",3,"new_med","dot_cond4_sub260.txt",6,0.333333333333333,"260_mixed_3_285"
"260.mixed","260","mixed",3,"new_high","dot_cond4_sub260.txt",9,0.444444444444444,"260_mixed_3_285"
"261.low","261","low",1,"prototype","dot_cond1_sub261.txt",1,1,"261_low_1_315"
"261.low","261","low",1,"old","dot_cond1_sub261.txt",99,0.97979797979798,"261_low_1_315"
"261.low","261","low",1,"new_low","dot_cond1_sub261.txt",3,1,"261_low_1_315"
"261.low","261","low",1,"new_med","dot_cond1_sub261.txt",6,0.833333333333333,"261_low_1_315"
"261.low","261","low",1,"new_high","dot_cond1_sub261.txt",9,0.888888888888889,"261_low_1_315"
"261.low","261","low",2,"prototype","dot_cond1_sub261.txt",1,1,"261_low_2_321"
"261.low","261","low",2,"old","dot_cond1_sub261.txt",99,0.919191919191919,"261_low_2_321"
"261.low","261","low",2,"new_low","dot_cond1_sub261.txt",3,1,"261_low_2_321"
"261.low","261","low",2,"new_med","dot_cond1_sub261.txt",6,0.833333333333333,"261_low_2_321"
"261.low","261","low",2,"new_high","dot_cond1_sub261.txt",9,0.777777777777778,"261_low_2_321"
"261.low","261","low",3,"prototype","dot_cond1_sub261.txt",1,1,"261_low_3_327"
"261.low","261","low",3,"old","dot_cond1_sub261.txt",99,0.919191919191919,"261_low_3_327"
"261.low","261","low",3,"new_low","dot_cond1_sub261.txt",3,1,"261_low_3_327"
"261.low","261","low",3,"new_med","dot_cond1_sub261.txt",6,1,"261_low_3_327"
"261.low","261","low",3,"new_high","dot_cond1_sub261.txt",9,0.777777777777778,"261_low_3_327"
