"","phase","block","trial","itemtype","category","token","distortion","response","correct","rt","dot1x","dot1y","dot2x","dot2y","dot3x","dot3y","dot4x","dot4y","dot5x","dot5y","dot6x","dot6y","dot7x","dot7y","dot8x","dot8y","dot9x","dot9y","ID","condition"
"833",1,5,17,1,1,44,1,1,1,873,-10,11,0,16,3,5,-5,-10,14,7,-15,-12,-7,-3,-1,-8,6,12,3,1
"834",1,5,18,1,2,43,1,2,1,964,8,1,3,-11,4,-4,4,-14,-10,4,-4,10,9,-2,-10,-10,11,5,3,1
"835",1,5,19,1,3,39,1,3,1,810,11,-9,10,4,-1,-14,16,-9,-1,-9,5,4,8,14,-12,-2,-13,12,3,1
"836",1,5,20,1,2,37,1,2,1,965,8,1,2,-11,2,-3,4,-14,-9,4,-13,15,9,-2,-10,-12,11,5,3,1
"837",1,5,21,1,2,45,1,2,1,1037,7,2,2,-10,4,-4,5,-14,-10,4,-4,12,14,-10,-9,-9,11,5,3,1
"838",1,5,22,1,1,37,1,1,1,881,-11,10,0,15,4,4,-4,-10,13,5,-14,-12,-7,-5,1,-8,7,10,3,1
"839",1,5,23,1,1,38,1,1,1,1260,-11,11,0,15,2,4,-5,-10,16,4,-15,-12,-7,-6,-1,-8,14,12,3,1
"840",1,5,24,1,3,38,1,1,0,1848,10,-4,11,3,-1,-13,21,-10,-1,-8,7,5,7,15,-13,-7,-12,13,3,1
"841",1,5,25,1,2,41,1,2,1,827,9,0,4,-10,3,-3,3,-15,-10,4,-3,13,3,7,-10,-11,12,6,3,1
"842",1,5,26,1,2,38,1,2,1,808,8,1,3,-11,4,-4,5,-15,-7,4,-5,12,9,-2,-11,-9,11,5,3,1
"843",1,5,27,1,1,39,1,2,0,917,-7,6,0,17,2,7,-4,-11,14,10,-16,-12,-7,-5,0,-7,8,10,3,1
"844",1,6,1,1,3,49,1,3,1,1438,12,-9,10,3,0,-15,16,-7,-2,-6,8,8,6,15,-13,-6,-12,13,3,1
"845",1,6,2,1,3,50,1,3,1,947,11,-9,9,5,-2,-12,16,-9,1,-8,5,5,7,16,-14,-7,-12,14,3,1
"846",1,6,3,1,3,47,1,3,1,1146,12,-9,14,8,-2,-15,16,-8,0,-9,4,3,7,15,-12,-5,-11,12,3,1
"847",1,6,4,1,1,46,1,1,1,971,-11,10,-1,16,4,5,-4,-11,14,6,-15,-12,-7,-4,0,-7,8,9,3,1
"848",1,6,5,1,1,51,1,3,0,2180,-10,11,0,15,4,5,-8,-16,18,11,-15,-12,-7,-5,0,-9,8,9,3,1
"849",1,6,6,1,1,47,1,1,1,1130,-11,11,2,15,2,6,-4,-11,14,7,-15,-12,-8,-4,0,-7,7,9,3,1
"850",1,6,7,1,2,50,1,2,1,876,8,1,3,-11,3,-4,4,-14,-4,6,-5,10,9,-2,-3,-1,10,4,3,1
"851",1,6,8,1,3,52,1,3,1,996,10,-10,10,4,-1,-14,15,-6,1,-8,6,5,12,13,-13,-5,-12,14,3,1
"852",1,6,9,1,2,52,1,2,1,1144,8,0,3,-10,1,-8,6,-14,1,2,-4,11,9,-2,-11,-10,11,5,3,1
"853",1,6,10,1,1,53,1,1,1,903,-11,11,1,15,3,6,-4,-11,15,1,-16,-11,-6,-5,1,-7,5,8,3,1
"854",1,6,11,1,1,48,1,1,1,2368,-11,12,0,16,3,5,-3,-10,14,6,-15,-12,-7,-5,1,-8,8,9,3,1
"855",1,6,12,1,2,54,1,2,1,799,8,1,3,-10,4,-4,4,-14,-3,-3,-4,12,9,-1,-9,-9,11,5,3,1
"856",1,6,13,1,3,51,1,3,1,1341,10,-9,10,4,-2,-15,16,-8,1,-8,6,3,7,15,-13,-6,-22,22,3,1
"857",1,6,14,1,2,53,1,2,1,949,8,1,2,-11,3,-5,4,-14,-8,4,-5,12,11,-3,-9,-11,10,5,3,1
"858",1,6,15,1,2,48,1,2,1,667,8,1,4,-11,3,-6,3,-13,-10,4,-5,11,9,-3,-9,-11,11,5,3,1
"859",1,6,16,1,3,48,1,3,1,1212,10,-9,9,5,-1,-14,17,-9,0,-8,4,6,7,15,-14,-7,-12,13,3,1
"860",1,6,17,1,1,50,1,1,1,1785,-11,11,-1,21,3,5,-4,-11,15,5,-15,-12,-7,-5,-1,-7,9,8,3,1
"861",1,6,18,1,3,53,1,3,1,1215,10,-10,10,4,-1,-14,16,-8,1,-7,6,3,7,15,-13,-7,-12,13,3,1
"862",1,6,19,1,3,54,1,3,1,683,13,-10,10,5,-1,-14,16,-8,-1,-7,11,8,6,16,-13,-6,-12,12,3,1
"863",1,6,20,1,2,49,1,2,1,1773,8,0,3,-11,5,-3,5,-15,-9,4,-4,11,9,-3,-10,-10,11,5,3,1
"864",1,6,21,1,2,46,1,2,1,1075,8,2,2,-11,4,-4,3,-13,-9,5,-3,10,9,-2,-10,-10,10,5,3,1
"865",1,6,22,1,2,51,1,2,1,837,8,0,2,-11,4,-3,4,-13,-9,4,-3,11,10,-4,-10,-10,2,-4,3,1
"866",1,6,23,1,3,46,1,3,1,1025,9,-10,10,4,-1,-13,15,-8,0,-8,6,4,7,15,-13,-6,-12,14,3,1
"867",1,6,24,1,1,54,1,1,1,966,-11,11,0,17,2,6,-4,-12,23,12,-14,-12,-7,-5,1,-8,8,9,3,1
"868",1,6,25,1,1,49,1,1,1,1037,-11,11,1,16,3,6,-4,-11,13,6,-15,-12,-7,-5,0,-7,8,9,3,1
"869",1,6,26,1,2,47,1,2,1,898,8,1,4,-10,4,-5,5,-15,-10,-6,-5,10,9,-2,-1,-1,12,4,3,1
"870",1,6,27,1,1,52,1,1,1,1132,-11,12,-1,17,1,4,-4,-11,15,5,-15,-12,-6,-5,1,-8,8,9,3,1
"871",1,7,1,1,1,56,1,1,1,685,-12,12,5,6,2,6,-4,-11,13,7,-15,-12,-7,-4,-1,-7,8,9,3,1
"872",1,7,2,1,3,57,1,3,1,799,12,-8,10,4,0,-13,16,-8,-1,-8,5,3,8,14,-13,-6,-13,14,3,1
"873",1,7,3,1,1,62,1,1,1,1036,-10,11,1,15,3,5,-5,-11,14,6,-15,-12,-7,-6,0,-7,10,7,3,1
"874",1,7,4,1,2,56,1,2,1,945,8,1,2,-10,4,-4,6,-15,-10,5,1,8,8,-3,-10,-10,16,14,3,1
"875",1,7,5,1,3,63,1,3,1,859,11,-9,10,4,0,-14,16,-8,-1,-7,7,3,7,14,-12,-5,-12,13,3,1
"876",1,7,6,1,1,63,1,1,1,950,-12,10,0,16,5,10,-3,-11,14,7,-16,-13,-7,-5,0,-7,10,8,3,1
"877",1,7,7,1,3,62,1,3,1,2814,11,-9,9,4,6,-4,16,-8,-1,-7,3,11,5,20,-14,-5,-11,12,3,1
"878",1,7,8,1,2,61,1,2,1,1003,8,1,2,-11,5,-4,4,-14,-9,5,-3,11,4,-6,-11,-11,11,5,3,1
"879",1,7,9,1,3,60,1,3,1,736,11,-10,9,5,-2,-14,16,-8,0,-8,7,3,7,14,-14,-6,-11,13,3,1
"880",1,7,10,1,1,55,1,1,1,815,-8,9,0,16,4,6,-4,-11,11,1,-14,-12,-7,-5,-1,-7,8,10,3,1
"881",1,7,11,1,2,62,1,2,1,811,8,1,2,-10,4,-4,8,-16,-10,4,-3,10,8,-2,-10,-10,11,5,3,1
"882",1,7,12,1,1,60,1,3,0,809,-11,11,0,16,2,4,-4,-11,15,6,-24,-16,-7,3,-3,-9,8,8,3,1
"883",1,7,13,1,3,55,1,1,0,1750,11,-9,20,-4,-1,-14,15,-8,1,-9,6,4,6,15,-13,-6,-12,13,3,1
"884",1,7,14,1,3,56,1,3,1,1967,12,-10,9,5,-1,-15,16,-8,1,-7,5,3,7,15,-12,-7,-13,12,3,1
"885",1,7,15,1,1,59,1,1,1,686,-10,11,0,15,3,5,-3,-10,14,6,-15,-12,-7,-5,-1,-6,8,9,3,1
"886",1,7,16,1,2,63,1,2,1,706,8,1,4,-12,4,-4,5,-15,-8,3,-5,11,10,-2,-9,-11,11,5,3,1
"887",1,7,17,1,2,59,1,2,1,821,7,2,2,-12,4,-4,4,-16,-9,4,-3,9,10,0,-9,-9,11,5,3,1
"888",1,7,18,1,2,58,1,2,1,721,8,-1,3,-10,4,-4,5,-13,-8,4,-5,11,10,-2,-10,-10,11,5,3,1
"889",1,7,19,1,1,57,1,1,1,834,-11,11,0,16,2,6,-3,-11,14,7,-15,-13,-7,-6,-1,-6,8,9,3,1
"890",1,7,20,1,3,58,1,3,1,2462,9,-14,10,3,0,-15,17,-8,1,-7,6,3,10,11,-13,-6,-13,13,3,1
"891",1,7,21,1,3,59,1,3,1,873,11,-9,10,3,-2,-14,16,-7,0,-8,5,6,8,15,-12,-7,-12,12,3,1
"892",1,7,22,1,2,60,1,2,1,866,7,1,3,-9,6,-3,4,-13,-8,3,-3,12,9,-2,-10,-10,12,4,3,1
"893",1,7,23,1,1,61,1,1,1,909,-11,11,0,16,3,5,-3,-12,14,5,-15,-12,-7,-5,1,-5,8,9,3,1
"894",1,7,24,1,2,57,1,2,1,744,8,1,3,-9,5,-4,3,-15,-9,4,-5,12,9,-2,-10,-10,11,5,3,1
"895",1,7,25,1,2,55,1,2,1,1207,9,0,4,-11,3,-4,5,-15,-10,5,-4,10,10,-3,-11,-10,10,4,3,1
"896",1,7,26,1,1,58,1,1,1,1445,-12,11,0,16,4,4,-5,-10,6,1,-15,-13,-6,-5,0,-7,8,9,3,1
"897",1,7,27,1,3,61,1,3,1,2058,11,-9,10,5,-3,-15,16,-8,0,-8,14,-4,7,16,-12,-5,-12,13,3,1
"898",1,8,1,1,1,66,1,1,1,1013,-1,15,1,16,2,5,-4,-11,14,6,-15,-11,-7,-4,0,-7,8,9,3,1
"899",1,8,2,1,2,69,1,3,0,2444,8,1,2,-10,-1,-3,4,-14,-9,4,-4,11,9,-2,-10,-10,10,4,3,1
"900",1,8,3,1,3,72,1,3,1,1689,12,-9,9,5,0,-15,16,-9,0,-7,6,3,-1,15,-13,-6,-11,12,3,1
"901",1,8,4,1,3,71,1,1,0,1731,11,-9,9,5,-2,-14,16,-8,7,-3,5,5,7,15,-14,-5,-12,12,3,1
"902",1,8,5,1,2,64,1,2,1,635,7,1,4,-10,4,-4,5,-13,-7,5,-4,12,8,-1,-11,-11,10,6,3,1
"903",1,8,6,1,3,70,1,3,1,1133,12,-9,9,5,-1,-15,16,-8,0,-8,7,9,8,14,-12,-6,-12,14,3,1
"904",1,8,7,1,1,64,1,2,0,3052,-10,11,0,16,4,4,-8,-9,14,5,-15,-12,-8,-4,0,-7,7,8,3,1
"905",1,8,8,1,1,69,1,1,1,1281,-10,10,0,17,2,5,-5,-11,15,6,-15,-12,-7,-5,0,-7,7,13,3,1
"906",1,8,9,1,3,65,1,3,1,2669,10,-9,18,-6,-1,-14,6,-7,-1,-8,6,5,7,16,-9,-1,-12,13,3,1
"907",1,8,10,1,1,71,1,1,1,912,-11,11,-3,24,3,5,-4,-11,14,5,-15,-12,-8,-4,0,-7,7,10,3,1
"908",1,8,11,1,3,66,1,1,0,843,10,-10,8,4,-1,-14,16,-8,0,-7,5,5,6,15,-13,-6,-11,13,3,1
"909",1,8,12,1,2,71,1,2,1,615,9,1,2,-11,4,-4,4,-14,-6,11,-13,16,9,-2,-10,-11,11,5,3,1
"910",1,8,13,1,3,64,1,3,1,1116,12,-9,9,5,-2,-15,16,-8,0,-7,6,3,6,15,-13,-6,-14,8,3,1
"911",1,8,14,1,2,70,1,2,1,699,8,1,2,-10,3,-3,4,-15,-9,3,-3,10,9,-3,-11,-10,11,6,3,1
"912",1,8,15,1,2,66,1,2,1,1241,8,2,4,-10,4,-3,4,-14,-10,6,-4,10,10,-1,-9,-11,11,4,3,1
"913",1,8,16,1,2,65,1,2,1,1781,8,1,3,-11,4,-4,4,-14,-15,2,-4,11,9,-2,-9,-11,5,3,3,1
"914",1,8,17,1,2,68,1,2,1,1019,7,1,3,-12,4,-4,-1,-7,-9,4,-4,11,9,-2,-10,-8,12,6,3,1
"915",1,8,18,1,1,72,1,1,1,865,-11,11,4,12,3,5,-2,-10,15,6,-14,-12,-7,-5,-1,-7,8,9,3,1
"916",1,8,19,1,3,68,1,3,1,909,11,-8,11,5,-3,-16,16,-8,1,-9,5,6,7,15,-13,-6,-12,12,3,1
"917",1,8,20,1,1,68,1,2,0,1973,-10,10,0,18,3,5,-4,-10,15,7,-15,-12,-8,-4,10,-3,7,10,3,1
"918",1,8,21,1,1,65,1,3,0,3030,-12,11,0,16,3,5,-6,-13,14,7,-15,-11,-7,-5,0,-7,13,17,3,1
"919",1,8,22,1,1,67,1,1,1,1132,-10,11,0,16,3,5,-4,-11,13,7,-16,-12,-6,-9,0,-7,7,8,3,1
"920",1,8,23,1,2,67,1,2,1,831,17,-5,3,-11,4,-5,4,-15,-10,4,-4,11,9,-2,-10,-10,12,4,3,1
"921",1,8,24,1,2,72,1,2,1,893,8,1,3,-11,4,-4,5,-14,-9,5,-5,11,9,-2,-10,-10,10,6,3,1
"922",1,8,25,1,1,70,1,1,1,936,-11,11,1,15,4,4,-4,-11,15,7,-16,-13,-6,-6,0,-7,8,8,3,1
"923",1,8,26,1,3,67,1,3,1,1090,12,-10,10,4,-1,-14,16,-8,0,-8,6,3,8,15,-14,-6,-12,13,3,1
"924",1,8,27,1,3,69,1,3,1,1765,10,-9,10,4,-1,-14,17,-9,0,-8,4,5,7,16,-14,-6,-12,13,3,1
"925",1,9,1,1,2,73,1,2,1,651,8,-4,3,-11,10,1,5,-15,-9,3,-5,10,9,-1,-10,-11,11,5,3,1
"926",1,9,2,1,3,74,1,3,1,1697,11,-9,10,4,-2,-13,16,-7,0,-8,5,4,7,15,-12,-7,-12,12,3,1
"927",1,9,3,1,1,79,1,1,1,2461,-12,10,0,16,2,5,-5,-10,14,6,-15,-12,-6,-5,0,-7,7,10,3,1
"928",1,9,4,1,1,76,1,1,1,1655,-11,10,-1,17,3,5,-4,-11,15,6,-15,-12,-7,-6,-1,-8,9,7,3,1
"929",1,9,5,1,3,73,1,3,1,913,12,-9,10,4,0,-14,16,-7,-1,-10,6,-1,6,16,-13,-6,-13,14,3,1
"930",1,9,6,1,1,80,1,1,1,2042,-12,9,0,16,2,6,6,-10,14,6,-15,-11,-7,-5,1,-8,8,9,3,1
"931",1,9,7,1,2,77,1,2,1,776,9,1,3,-12,8,-8,4,-14,-9,4,-5,12,9,-2,-10,-9,12,6,3,1
"932",1,9,8,1,2,76,1,2,1,905,8,1,12,-1,8,-11,4,-14,-10,5,-4,11,9,-1,-9,-10,11,4,3,1
"933",1,9,9,1,2,78,1,2,1,739,9,1,4,-11,4,-4,4,-14,-9,5,-3,12,8,-1,-11,-9,11,5,3,1
"934",1,9,10,1,1,74,1,1,1,756,-10,11,1,16,3,6,-5,-11,14,5,-14,-11,-6,-5,0,-7,8,9,3,1
"935",1,9,11,1,1,75,1,1,1,900,-11,12,-6,16,2,6,6,-4,14,6,-14,-13,-8,-4,0,-6,8,9,3,1
"936",1,9,12,1,3,81,1,3,1,861,11,-10,10,5,-2,-14,16,-8,0,-8,7,5,-1,21,-15,-4,-12,13,3,1
"937",1,9,13,1,1,78,1,1,1,616,-12,11,-7,12,3,5,-4,-11,14,6,-16,-11,-7,-5,1,-8,10,7,3,1
"938",1,9,14,1,1,77,1,1,1,622,-10,12,1,15,3,4,-6,-11,14,6,-15,-12,-8,-5,-1,-6,9,9,3,1
"939",1,9,15,1,3,75,1,3,1,803,10,-8,10,4,-2,-14,17,-9,-2,-6,7,3,8,15,-13,-5,-11,13,3,1
"940",1,9,16,1,1,81,1,1,1,655,-12,12,0,16,3,4,-5,-12,14,6,-15,-12,-9,-5,-2,-6,9,10,3,1
"941",1,9,17,1,2,79,1,2,1,722,8,2,3,-11,4,-4,4,-13,-9,5,-3,11,9,-2,-10,-11,11,5,3,1
"942",1,9,18,1,2,74,1,2,1,705,8,1,3,-11,5,-4,3,-15,-11,10,-3,10,9,-2,-11,-11,12,5,3,1
"943",1,9,19,1,2,75,1,1,0,1217,8,1,3,-11,0,0,4,-14,-10,4,-4,11,12,-2,-10,-10,12,4,3,1
"944",1,9,20,1,3,79,1,1,0,685,12,-10,19,6,-1,-14,16,-8,0,-8,9,-1,6,16,-12,-6,-13,14,3,1
"945",1,9,21,1,2,80,1,2,1,624,9,0,3,-12,5,-4,3,-15,-9,3,-4,11,8,-2,-10,-10,11,4,3,1
"946",1,9,22,1,3,80,1,3,1,676,11,-9,10,4,-1,-15,15,-7,-10,-16,6,4,7,15,-13,-5,-11,12,3,1
"947",1,9,23,1,1,73,1,1,1,902,-10,11,1,17,3,5,-5,-10,15,6,-14,-11,-5,-4,0,-8,7,9,3,1
"948",1,9,24,1,2,81,1,2,1,624,0,-9,3,-12,5,-4,4,-14,-9,3,-5,11,9,-2,-10,-10,11,5,3,1
"949",1,9,25,1,3,77,1,3,1,790,10,-10,12,2,-2,-15,16,-8,-1,-7,7,4,7,15,-21,-2,-12,13,3,1
"950",1,9,26,1,3,76,1,3,1,627,10,-8,10,4,-1,-14,16,-8,-1,-8,6,3,8,15,-12,-7,-17,10,3,1
"951",1,9,27,1,3,78,1,3,1,770,12,-7,9,6,-1,-15,14,-10,0,-8,5,5,7,14,-13,-6,-12,13,3,1
"952",1,10,1,1,1,90,1,1,1,816,-10,10,0,16,3,5,-3,-11,14,7,-15,-12,-7,-4,0,-8,8,10,3,1
"953",1,10,2,1,3,86,1,3,1,1116,11,-9,10,4,-1,-4,16,-9,0,-8,7,4,7,15,-12,-6,-11,13,3,1
"954",1,10,3,1,1,87,1,1,1,3388,-10,11,0,16,12,15,-6,-11,14,6,-21,-13,-7,-5,0,-7,8,9,3,1
"955",1,10,4,1,2,88,1,2,1,642,8,1,3,-11,5,-5,3,-14,-10,3,-4,11,8,-3,-8,-12,11,5,3,1
"956",1,10,5,1,2,90,1,2,1,1157,9,-1,4,-11,3,-3,3,-13,-10,3,-4,11,8,-3,-10,-9,12,4,3,1
"957",1,10,6,1,2,86,1,2,1,788,1,6,2,-11,4,-2,6,-13,-9,5,-4,11,10,3,-9,-11,11,5,3,1
"958",1,10,7,1,1,83,1,1,1,960,-12,12,-1,15,2,6,-4,-11,13,6,-16,-11,-4,-3,0,-7,8,10,3,1
"959",1,10,8,1,1,88,1,1,1,1060,-12,13,2,16,3,4,-4,-12,15,5,-15,-10,-7,-5,0,-8,8,10,3,1
"960",1,10,9,1,2,87,1,2,1,956,8,1,2,-11,3,-3,4,-14,-9,4,-4,11,8,-2,-11,-9,11,5,3,1
"961",1,10,10,1,1,85,1,1,1,772,-10,10,1,17,4,5,-4,-11,14,6,-16,-12,-7,-4,1,-7,12,4,3,1
"962",1,10,11,1,3,89,1,3,1,1234,12,-9,11,4,-1,-15,16,-9,0,-8,5,5,9,16,-13,-6,-11,13,3,1
"963",1,10,12,1,3,88,1,3,1,1070,11,-9,19,3,1,-15,16,-8,-1,-8,6,4,6,15,-18,-10,-12,14,3,1
"964",1,10,13,1,2,85,1,2,1,1265,9,-1,-4,-1,4,-3,4,-15,-10,3,6,18,6,7,-14,-19,10,5,3,1
"965",1,10,14,1,3,82,1,1,0,1181,11,-9,10,3,-3,-12,16,-8,0,-8,7,3,7,14,-12,-6,-12,12,3,1
"966",1,10,15,1,2,83,1,2,1,958,8,1,2,-10,4,-4,4,-14,-8,3,-4,11,9,-3,-9,-9,11,5,3,1
"967",1,10,16,1,1,84,1,1,1,998,-10,11,0,17,3,5,-3,-12,15,5,-16,-12,-7,-5,0,-7,9,9,3,1
"968",1,10,17,1,1,89,1,3,0,1261,-12,11,0,15,3,10,-4,-11,15,7,-16,-11,-11,-8,0,-8,8,9,3,1
"969",1,10,18,1,2,82,1,2,1,906,7,2,4,-10,5,-4,3,-15,-9,4,-5,12,8,-1,-14,-9,10,5,3,1
"970",1,10,19,1,1,86,1,1,1,2067,-21,16,-1,17,2,5,-3,-12,15,6,-15,-12,-7,-5,2,-6,7,10,3,1
"971",1,10,20,1,3,85,1,3,1,1278,10,-10,10,5,-1,-14,16,-9,0,-9,6,4,7,15,-12,-7,-5,11,3,1
"972",1,10,21,1,1,82,1,1,1,1736,-10,15,0,15,3,5,-5,-10,15,5,-15,-13,-7,-6,0,-7,8,9,3,1
"973",1,10,22,1,3,90,1,3,1,1634,19,-5,6,8,0,-13,15,-7,1,-8,6,4,8,15,-13,-6,-12,14,3,1
"974",1,10,23,1,3,83,1,3,1,1136,11,-9,10,4,0,-14,17,-8,0,-8,6,5,8,14,-13,-6,-12,13,3,1
"975",1,10,24,1,2,89,1,2,1,3809,9,2,2,-10,4,-4,3,-14,-9,4,-5,11,8,-4,-10,-10,11,5,3,1
"976",1,10,25,1,3,84,1,3,1,790,12,-10,9,3,0,-11,15,-8,1,-8,6,4,7,14,-13,-6,-12,13,3,1
"977",1,10,26,1,2,84,1,3,0,1378,4,7,5,-12,4,-4,3,-15,-10,6,-5,12,9,-2,-10,-10,10,6,3,1
"978",1,10,27,1,3,87,1,3,1,923,11,-10,9,4,0,-13,16,-8,0,-8,6,4,7,15,-13,-8,-11,13,3,1
"979",2,1,1,3,2,2,1,2,1,1299,9,2,3,-11,4,-3,13,-24,-9,4,-4,12,8,-1,-10,-11,10,5,3,1
"980",2,1,2,3,2,1,1,2,1,2093,8,1,4,-12,4,-2,6,-16,-10,3,-4,10,8,-2,-10,-10,12,5,3,1
"981",2,1,3,1,3,12,1,3,1,1208,11,-9,10,3,-2,-14,15,-7,0,-8,7,4,8,14,-13,-6,-12,14,3,1
"982",2,1,4,5,2,5,3,1,0,3348,9,2,2,-13,9,-6,-1,-19,-9,5,-7,13,0,1,-7,-5,11,6,3,1
"983",2,1,5,5,3,9,3,2,0,811,12,-9,13,9,7,-4,11,-3,5,-2,14,-2,14,18,-16,-4,-15,20,3,1
"984",2,1,6,4,1,6,2,1,1,5448,-13,12,2,12,4,5,-6,-9,14,5,-13,-12,-8,-6,3,-6,7,5,3,1
"985",2,1,7,4,2,6,2,1,0,1387,9,3,4,-12,-4,2,8,-15,-9,5,-5,9,8,-1,-9,-8,13,-3,3,1
"986",2,1,8,4,3,3,2,3,1,913,13,-8,15,-1,1,-16,23,-8,-2,-7,7,2,17,19,-14,-6,-10,14,3,1
"987",2,1,9,3,1,3,1,1,1,922,-10,10,0,16,4,5,-4,-10,14,5,-17,-18,-7,-4,0,-7,9,8,3,1
"988",2,1,10,2,3,0,0,3,1,947,11,-9,10,4,-1,-14,16,-8,0,-8,6,4,7,15,-13,-6,-12,13,3,1
"989",2,1,11,5,3,4,3,1,0,3578,9,-9,11,4,-2,-15,17,-9,1,-8,6,5,1,6,-11,-6,-11,12,3,1
"990",2,1,12,1,2,4,1,1,0,1721,8,0,3,-11,4,-4,6,-14,-9,4,-12,21,10,-2,-9,-11,11,5,3,1
"991",2,1,13,1,3,35,1,3,1,739,10,-9,10,4,2,-10,16,-7,-1,-9,6,4,7,15,-13,-6,-12,13,3,1
"992",2,1,14,1,3,37,1,3,1,785,10,-9,14,4,-1,-14,16,-7,-6,-17,6,3,7,15,-14,-6,-20,11,3,1
"993",2,1,15,4,2,5,2,2,1,1007,10,-1,4,-11,7,-1,5,-14,-4,5,-14,19,11,-4,-10,-11,11,4,3,1
"994",2,1,16,5,1,5,3,2,0,3653,-8,4,1,14,-7,0,-3,-8,16,8,-16,-12,-8,-5,6,1,12,14,3,1
"995",2,1,17,1,1,61,1,1,1,1456,-11,11,0,16,3,5,-3,-12,14,5,-15,-12,-7,-5,1,-5,8,9,3,1
"996",2,1,18,1,2,86,1,1,0,1811,1,6,2,-11,4,-2,6,-13,-9,5,-4,11,10,3,-9,-11,11,5,3,1
"997",2,1,19,1,3,6,1,3,1,2185,11,-9,11,4,-1,-14,16,-8,0,-8,6,4,7,15,-10,-3,-13,12,3,1
"998",2,1,20,5,1,7,3,3,0,2668,-8,7,-1,17,-5,3,-13,-7,12,-1,-10,-12,-10,-6,1,-6,6,5,3,1
"999",2,1,21,5,3,8,3,3,1,1361,4,-5,9,6,4,-21,7,-15,-5,-10,2,3,12,10,-14,-7,-5,16,3,1
"1000",2,1,22,3,3,1,1,3,1,1239,12,-10,10,3,-2,-12,17,-8,1,-7,5,5,8,13,-14,-6,-13,14,3,1
"1001",2,1,23,4,1,1,2,3,0,1107,-12,11,2,14,3,7,5,-2,16,4,-14,-14,-6,-6,0,-8,10,8,3,1
"1002",2,1,24,1,2,1,1,2,1,2868,9,1,3,-11,4,-3,2,-14,-9,4,-4,12,9,-3,-10,-10,11,5,3,1
"1003",2,1,25,1,2,15,1,2,1,880,7,1,2,-10,3,-4,5,-15,-9,5,-4,11,9,-2,-12,-10,11,4,3,1
"1004",2,1,26,5,1,8,3,3,0,3034,-21,16,-4,17,6,-4,2,-1,15,3,-8,-15,-11,-9,0,-8,9,9,3,1
"1005",2,1,27,5,2,7,3,3,0,3724,17,8,-1,-14,0,-1,3,-17,-10,4,-4,15,7,-6,0,-10,18,11,3,1
"1006",2,1,28,4,2,3,2,3,0,996,9,0,1,-10,-6,1,3,-13,-9,5,1,6,9,-3,-9,-10,12,4,3,1
"1007",2,1,29,4,2,4,2,2,1,1879,0,3,4,-9,4,-3,3,-13,-7,-4,-8,17,10,-2,-11,-15,4,9,3,1
"1008",2,1,30,1,2,7,1,3,0,6650,7,1,4,-12,2,1,3,-16,-9,4,-4,11,10,-2,-9,-11,15,-2,3,1
"1009",2,1,31,4,1,3,2,3,0,3900,-9,13,-1,17,4,4,-3,-12,16,15,-13,-10,2,-1,-1,-9,-2,5,3,1
"1010",2,1,32,1,3,88,1,3,1,1934,11,-9,19,3,1,-15,16,-8,-1,-8,6,4,6,15,-18,-10,-12,14,3,1
"1011",2,1,33,5,1,2,3,2,0,942,-10,11,7,12,2,6,-6,-5,10,5,-16,-8,-5,-1,-10,-4,7,8,3,1
"1012",2,1,34,3,2,3,1,2,1,646,8,0,4,-10,3,-4,4,-14,-9,3,-1,7,10,-1,-9,-11,10,6,3,1
"1013",2,1,35,1,1,12,1,1,1,1307,-11,11,-5,15,3,5,-3,-11,14,5,-14,-12,-7,-5,1,-8,6,7,3,1
"1014",2,1,36,2,2,0,0,2,1,1478,8,1,3,-11,4,-4,4,-14,-9,4,-4,11,9,-2,-10,-10,11,5,3,1
"1015",2,1,37,5,3,2,3,3,1,937,6,-13,7,11,-3,-11,10,-17,-6,-11,6,3,8,13,-16,3,-19,14,3,1
"1016",2,1,38,1,2,63,1,2,1,1856,8,1,4,-12,4,-4,5,-15,-8,3,-5,11,10,-2,-9,-11,11,5,3,1
"1017",2,1,39,1,1,63,1,1,1,1525,-12,10,0,16,5,10,-3,-11,14,7,-16,-13,-7,-5,0,-7,10,8,3,1
"1018",2,1,40,5,1,4,3,3,0,2438,-19,6,10,21,3,2,-10,-3,16,0,-24,-9,-9,-5,-6,2,0,19,3,1
"1019",2,1,41,5,2,4,3,2,1,1234,1,10,8,-7,3,-5,6,-13,-3,5,-4,10,8,-1,-1,0,21,8,3,1
"1020",2,1,42,4,1,4,2,2,0,2956,-12,12,1,21,3,4,-3,-10,9,6,-7,-3,-5,-5,2,-5,9,9,3,1
"1021",2,1,43,4,2,2,2,3,0,884,7,2,0,-16,5,-2,5,-16,-8,6,-1,13,14,-6,-12,-12,12,5,3,1
"1022",2,1,44,3,3,2,1,3,1,2765,12,-9,11,4,-2,-14,17,-9,0,-8,6,3,7,15,-3,-4,-12,13,3,1
"1023",2,1,45,1,1,76,1,1,1,2075,-11,10,-1,17,3,5,-4,-11,15,6,-15,-12,-7,-6,-1,-8,9,7,3,1
"1024",2,1,46,1,1,80,1,1,1,1573,-12,9,0,16,2,6,6,-10,14,6,-15,-11,-7,-5,1,-8,8,9,3,1
"1025",2,1,47,1,2,2,1,2,1,1479,9,1,2,-10,4,-4,5,-15,-10,5,-3,11,9,-4,-10,-10,9,11,3,1
