"","phase","block","trial","itemtype","category","token","distortion","response","correct","rt","dot1x","dot1y","dot2x","dot2y","dot3x","dot3y","dot4x","dot4y","dot5x","dot5y","dot6x","dot6y","dot7x","dot7y","dot8x","dot8y","dot9x","dot9y","ID","condition"
"1",1,1,1,1,1,9,1,1,1,12859,14,12,2,12,12,10,6,-3,6,0,-4,-6,6,-12,-3,-2,10,-2,1,1
"2",1,1,2,1,3,3,1,2,0,2646,-7,-11,3,-7,11,-14,8,2,-5,4,8,-10,8,-14,12,-9,-11,7,1,1
"3",1,1,3,1,1,7,1,2,0,8378,13,12,-1,11,11,11,5,-1,3,-4,-3,-5,6,-13,-4,-2,10,-2,1,1
"4",1,1,4,1,3,2,1,3,1,2057,-4,-6,4,-4,10,-12,8,2,-14,0,8,-10,9,-15,13,-11,-10,9,1,1
"5",1,1,5,1,3,9,1,3,1,1431,-5,-5,4,-8,10,-13,7,3,-5,4,8,-10,8,-14,12,-10,-11,8,1,1
"6",1,1,6,1,1,6,1,2,0,1036,14,12,1,13,12,11,7,-4,4,-4,-3,-5,6,-13,-3,-2,10,-4,1,1
"7",1,1,7,1,2,5,1,2,1,1459,0,1,8,12,8,16,-1,12,4,-9,-6,20,8,-9,3,5,3,13,1,1
"8",1,1,8,1,2,7,1,1,0,1031,0,0,7,12,9,15,-1,12,4,-8,-9,14,6,-10,1,6,3,14,1,1
"9",1,1,9,1,2,2,1,2,1,989,0,1,9,11,9,15,4,7,5,-8,-9,15,7,-9,1,7,3,15,1,1
"10",1,1,10,1,3,5,1,3,1,1124,-5,-6,3,-7,11,-13,6,4,-4,3,-2,-17,8,-13,11,-9,-13,8,1,1
"11",1,1,11,1,2,8,1,2,1,4327,0,1,8,11,10,14,-6,15,5,-9,-4,20,2,-6,2,6,13,14,1,1
"12",1,1,12,1,1,2,1,2,0,1321,14,12,6,18,11,9,7,-4,4,-4,0,-1,6,-13,-3,-2,11,-4,1,1
"13",1,1,13,1,1,5,1,2,0,1232,14,12,0,12,11,11,6,-3,4,3,-4,-4,6,-13,-3,-2,9,-4,1,1
"14",1,1,14,1,3,4,1,3,1,716,-6,-4,4,-8,10,-14,6,4,-2,-5,9,-8,17,-19,13,-10,-11,8,1,1
"15",1,1,15,1,1,8,1,1,1,717,13,12,0,13,10,14,2,-8,3,-3,-3,-5,6,-15,-6,-2,10,-2,1,1
"16",1,1,16,1,3,1,1,3,1,926,-1,-5,2,-6,9,-17,7,3,-3,4,7,-11,8,-14,13,-10,-11,7,1,1
"17",1,1,17,1,3,6,1,3,1,1848,-4,-12,4,-8,10,-13,7,4,-4,5,8,-10,8,-14,13,-9,-11,8,1,1
"18",1,1,18,1,2,6,1,2,1,2155,0,1,9,12,10,15,-2,12,3,-7,-9,15,8,-9,1,7,2,13,1,1
"19",1,1,19,1,1,3,1,1,1,820,14,12,1,12,12,11,7,-3,3,-4,-3,-5,8,-13,-7,1,15,-8,1,1
"20",1,1,20,1,1,4,1,2,0,817,15,13,1,13,12,10,6,-3,3,-3,-3,-5,6,-13,-3,-2,9,-2,1,1
"21",1,1,21,1,1,1,1,1,1,1214,18,7,1,12,12,11,6,-3,3,-4,-3,-5,-1,-15,-7,-5,10,-4,1,1
"22",1,1,22,1,2,3,1,2,1,891,0,2,8,11,9,16,0,11,1,-3,-9,16,7,-8,1,6,3,14,1,1
"23",1,1,23,1,3,7,1,3,1,695,-5,-5,4,-8,9,-12,7,2,-10,12,8,-10,7,-14,13,-10,-11,8,1,1
"24",1,1,24,1,2,9,1,2,1,619,0,1,9,10,10,14,-1,11,4,-8,-6,11,12,-1,1,7,3,14,1,1
"25",1,1,25,1,2,1,1,2,1,1279,-1,0,9,11,9,15,-2,13,6,-7,-9,15,8,-9,0,7,3,14,1,1
"26",1,1,26,1,3,8,1,3,1,600,-3,-8,4,-8,13,-20,7,3,-4,5,8,-10,8,-15,11,-9,-12,8,1,1
"27",1,1,27,1,2,4,1,2,1,766,-2,0,9,11,9,15,1,12,3,-7,-8,14,7,-9,1,7,13,12,1,1
"28",1,2,1,1,3,11,1,3,1,651,-6,-5,3,-8,19,-23,7,3,-4,5,8,-10,7,-14,13,-11,-10,8,1,1
"29",1,2,2,1,1,14,1,2,0,814,16,11,1,12,12,11,6,-3,4,-4,-3,-5,5,-13,-2,-2,11,-4,1,1
"30",1,2,3,1,1,11,1,2,0,924,14,12,0,12,11,10,7,-4,4,-4,-3,-4,7,-13,-2,-1,8,-2,1,1
"31",1,2,4,1,1,15,1,1,1,1015,14,12,0,13,12,11,6,-2,4,-4,-2,-6,6,-12,-3,-3,11,-1,1,1
"32",1,2,5,1,2,18,1,2,1,732,1,1,7,12,11,13,-1,12,3,-8,-10,16,7,-9,3,6,2,14,1,1
"33",1,2,6,1,3,10,1,3,1,971,-5,-4,4,-8,10,-12,6,3,-4,5,9,-9,8,-14,12,-10,-11,8,1,1
"34",1,2,7,1,2,15,1,1,0,1262,-1,0,9,11,9,15,0,11,4,-9,-17,19,6,-8,1,6,3,14,1,1
"35",1,2,8,1,3,13,1,2,0,1003,-6,-4,4,-7,10,-13,6,3,-5,6,7,-11,8,-14,12,-11,-11,9,1,1
"36",1,2,9,1,2,10,1,2,1,2161,0,1,8,10,9,17,-11,18,3,-7,-9,15,7,-9,1,7,2,14,1,1
"37",1,2,10,1,2,17,1,2,1,1035,0,2,8,11,9,14,-1,12,4,-9,-9,14,7,-9,0,8,3,15,1,1
"38",1,2,11,1,3,15,1,3,1,509,-5,-4,3,-7,11,-14,7,3,-4,6,8,-10,11,-10,3,-2,-11,8,1,1
"39",1,2,12,1,2,13,1,2,1,853,0,1,8,10,9,14,-1,11,4,-8,-8,15,7,-9,1,7,1,12,1,1
"40",1,2,13,1,1,12,1,2,0,1150,13,13,0,13,12,11,3,-6,4,-3,-3,-5,5,-13,-11,-11,10,-3,1,1
"41",1,2,14,1,3,17,1,3,1,591,-6,-4,5,-8,11,-12,7,4,-4,5,8,-10,8,-22,13,-11,-10,7,1,1
"42",1,2,15,1,1,16,1,2,0,946,15,12,0,13,11,19,6,-3,4,-4,-3,-5,5,-12,-2,-3,9,-3,1,1
"43",1,2,16,1,1,10,1,2,0,844,14,13,2,13,12,11,6,-3,8,-10,-3,-5,6,-13,-3,-2,10,-2,1,1
"44",1,2,17,1,2,12,1,3,0,712,0,1,9,9,9,16,-1,13,5,-8,-8,14,7,-9,2,6,0,21,1,1
"45",1,2,18,1,2,14,1,2,1,1015,1,1,8,12,8,15,-4,16,5,-7,-9,15,7,-9,3,7,3,14,1,1
"46",1,2,19,1,3,12,1,3,1,557,-7,-3,4,-9,10,-13,7,3,-9,3,9,-18,8,-14,13,-10,-10,8,1,1
"47",1,2,20,1,3,16,1,3,1,1346,-5,-5,5,-8,10,-13,8,2,-3,5,7,-9,8,-14,11,-9,-17,-1,1,1
"48",1,2,21,1,3,18,1,3,1,601,-4,-4,4,-8,10,-13,7,4,-3,6,8,-10,8,-14,11,-10,-11,8,1,1
"49",1,2,22,1,1,17,1,2,0,1069,14,13,1,12,11,11,8,-4,3,-5,-2,-5,7,-13,-3,-2,10,-3,1,1
"50",1,2,23,1,2,16,1,1,0,913,1,1,8,11,9,15,-1,12,2,-9,-9,15,6,-8,2,8,3,12,1,1
"51",1,2,24,1,2,11,1,2,1,730,4,-3,7,11,10,16,-1,12,4,-8,-8,15,7,-9,1,7,3,14,1,1
"52",1,2,25,1,3,14,1,3,1,939,-5,-5,4,-8,10,-14,6,2,-12,5,8,-8,7,-14,11,-10,-10,8,1,1
"53",1,2,26,1,1,13,1,2,0,723,15,11,0,12,11,11,6,-3,4,-4,-3,-5,6,-13,-4,-2,10,-3,1,1
"54",1,2,27,1,1,18,1,2,0,549,15,13,-2,17,12,11,5,-2,4,-4,-3,-6,6,-14,-3,-1,10,-3,1,1
"55",1,3,1,1,2,27,1,2,1,734,-1,2,7,12,3,23,-2,12,4,-8,-10,10,11,-9,-4,3,2,15,1,1
"56",1,3,2,1,2,26,1,2,1,1181,-3,5,8,11,9,15,-1,12,4,-9,-9,15,7,-9,2,6,3,14,1,1
"57",1,3,3,1,3,24,1,3,1,668,-5,-5,4,-9,10,-13,8,4,-4,5,7,-9,8,-14,12,-10,-9,4,1,1
"58",1,3,4,1,1,23,1,3,0,2813,14,12,2,13,12,11,15,-12,6,-5,0,-9,6,-12,-3,-2,8,-3,1,1
"59",1,3,5,1,1,27,1,2,0,844,14,12,3,12,13,10,7,-3,0,-5,-3,-5,7,-12,-3,-2,10,-3,1,1
"60",1,3,6,1,2,23,1,2,1,602,0,2,7,12,9,15,-1,12,3,-8,-9,15,6,-9,0,7,3,14,1,1
"61",1,3,7,1,2,25,1,2,1,686,0,1,8,11,11,16,-1,12,4,-8,-9,16,7,-9,1,7,3,13,1,1
"62",1,3,8,1,1,19,1,1,1,1105,15,11,1,13,12,10,6,-2,3,-4,-4,-5,5,-12,-3,-2,10,-3,1,1
"63",1,3,9,1,3,22,1,3,1,1076,-7,-4,5,-8,10,-13,7,4,-4,4,7,-9,8,-14,13,-11,-11,8,1,1
"64",1,3,10,1,2,21,1,1,0,759,0,2,8,11,10,15,-1,12,5,-9,-9,16,8,-9,1,7,3,14,1,1
"65",1,3,11,1,1,25,1,1,1,569,13,12,1,13,12,10,6,-3,4,-4,-4,-5,7,-13,-3,-2,7,-1,1,1
"66",1,3,12,1,3,19,1,3,1,704,-6,-5,4,-7,9,-13,6,4,-4,5,7,-9,7,-14,12,-10,-13,8,1,1
"67",1,3,13,1,2,22,1,2,1,753,1,0,8,11,10,14,-1,11,3,-7,-9,15,7,-8,2,7,2,14,1,1
"68",1,3,14,1,3,21,1,1,0,753,-4,-5,4,-9,9,-13,8,4,-5,6,7,-12,7,-15,12,-10,-17,0,1,1
"69",1,3,15,1,1,22,1,2,0,1059,14,12,1,13,11,10,2,1,3,-3,-3,-3,5,-9,-5,-2,10,-3,1,1
"70",1,3,16,1,2,24,1,2,1,4998,-1,1,9,11,8,16,-1,13,8,-15,-10,14,7,-9,1,7,3,14,1,1
"71",1,3,17,1,3,27,1,3,1,556,-5,-5,5,-8,10,-13,7,3,-4,5,9,-11,8,-14,12,-10,-11,9,1,1
"72",1,3,18,1,2,20,1,1,0,1010,0,1,8,11,9,15,0,12,5,-8,-9,15,7,-9,2,6,3,15,1,1
"73",1,3,19,1,3,26,1,3,1,698,-6,-5,4,-8,10,-13,7,0,-3,4,16,-19,7,-13,11,-10,-11,8,1,1
"74",1,3,20,1,1,21,1,2,0,936,13,12,1,13,12,10,6,-2,4,-4,-3,-5,6,-12,-3,0,11,-2,1,1
"75",1,3,21,1,1,26,1,1,1,1040,14,12,2,12,13,10,9,-7,4,-4,-3,-4,5,-12,-4,-1,10,-2,1,1
"76",1,3,22,1,1,24,1,1,1,469,13,13,1,13,12,11,6,-2,7,-8,-3,-5,6,-13,-3,-2,12,-2,1,1
"77",1,3,23,1,1,20,1,1,1,432,14,13,0,13,12,11,6,-3,3,-4,-3,-6,7,-12,-3,-2,10,-3,1,1
"78",1,3,24,1,3,23,1,3,1,652,-6,-5,5,-7,10,-11,7,3,-4,5,8,-10,8,-14,12,-10,-11,8,1,1
"79",1,3,25,1,2,19,1,3,0,2111,2,3,8,10,8,14,-1,12,5,-9,-9,16,8,-9,1,7,3,14,1,1
"80",1,3,26,1,3,25,1,3,1,857,-4,-4,5,-9,11,-13,7,2,-4,5,9,-9,8,-14,13,-11,-12,9,1,1
"81",1,3,27,1,3,20,1,3,1,534,-4,-5,5,-8,11,-13,12,13,-6,5,7,-9,8,-14,12,-11,-11,7,1,1
"82",1,4,1,1,3,30,1,3,1,398,-4,-5,4,-9,10,-14,7,3,-4,5,7,-10,7,-13,11,-10,-12,9,1,1
"83",1,4,2,1,2,30,1,3,0,1243,0,2,8,11,9,15,0,12,3,-8,-10,15,7,-9,1,8,3,14,1,1
"84",1,4,3,1,2,36,1,3,0,613,0,1,7,11,9,15,-1,11,4,-3,-8,17,7,-9,1,7,3,14,1,1
"85",1,4,4,1,3,33,1,2,0,1017,-4,-6,4,-8,10,-13,6,3,-5,5,8,-10,7,-13,4,-14,-12,7,1,1
"86",1,4,5,1,1,36,1,3,0,623,9,9,0,14,12,11,7,-4,3,-3,-3,-5,6,-13,-4,0,20,-12,1,1
"87",1,4,6,1,1,29,1,1,1,867,19,18,0,12,12,11,7,-2,3,-3,-3,-5,6,-13,-3,-2,11,-3,1,1
"88",1,4,7,1,2,31,1,2,1,766,1,2,9,12,9,15,-1,12,3,-9,-9,15,7,-9,0,7,4,13,1,1
"89",1,4,8,1,1,32,1,2,0,797,13,13,2,11,13,10,6,-3,3,-3,-3,-4,6,-13,0,-1,9,-4,1,1
"90",1,4,9,1,3,29,1,3,1,634,-5,-5,4,-8,15,-14,8,3,-3,4,7,-10,7,-15,14,-12,-11,8,1,1
"91",1,4,10,1,2,34,1,2,1,990,0,1,5,21,9,15,-2,13,4,-8,0,5,7,-8,1,7,3,13,1,1
"92",1,4,11,1,3,32,1,3,1,1174,-5,-4,5,-8,15,-9,6,4,-3,6,8,-10,10,-13,11,-9,-11,8,1,1
"93",1,4,12,1,3,31,1,2,0,836,-5,-5,3,-7,10,-13,7,3,-4,5,8,-10,7,-16,11,-10,-10,8,1,1
"94",1,4,13,1,3,28,1,3,1,628,-4,-4,2,-6,11,-13,17,-6,-3,5,8,-11,7,-13,12,-10,-11,9,1,1
"95",1,4,14,1,1,30,1,1,1,745,14,11,-1,13,19,21,7,-5,3,-4,-4,-6,6,-13,-4,-1,10,-4,1,1
"96",1,4,15,1,1,33,1,1,1,441,14,13,0,12,12,11,7,-3,4,-3,-3,-6,5,-12,-4,-3,10,-3,1,1
"97",1,4,16,1,2,28,1,2,1,821,0,0,8,12,8,15,-1,12,3,-7,-8,14,7,-8,5,4,4,14,1,1
"98",1,4,17,1,1,34,1,1,1,995,14,12,0,13,13,10,5,-3,3,-4,-3,-4,5,-13,-2,-2,11,-2,1,1
"99",1,4,18,1,1,28,1,2,0,1163,15,13,1,21,13,12,5,-2,3,-5,-4,-4,6,-13,-2,-3,9,-4,1,1
"100",1,4,19,1,1,31,1,1,1,891,16,13,2,14,12,11,6,-3,4,-5,-2,-5,7,-13,-12,7,12,-2,1,1
"101",1,4,20,1,2,29,1,2,1,822,-2,2,8,10,9,15,0,12,2,-6,-4,13,7,-7,1,6,2,15,1,1
"102",1,4,21,1,3,35,1,3,1,867,-5,-5,2,-2,11,-14,15,1,-3,4,7,-10,7,-15,13,-11,-11,8,1,1
"103",1,4,22,1,3,36,1,3,1,575,-5,-5,4,-7,10,-13,9,1,-4,5,8,-10,8,-14,12,-10,-10,8,1,1
"104",1,4,23,1,1,35,1,1,1,1061,14,12,1,14,10,13,6,-3,4,-4,-2,-6,6,-13,-2,-3,11,-4,1,1
"105",1,4,24,1,3,34,1,3,1,842,-5,-5,3,-7,10,-13,6,4,-4,5,13,-12,8,-14,11,-9,-11,9,1,1
"106",1,4,25,1,2,32,1,2,1,628,1,0,7,11,10,16,-1,12,5,-8,-9,14,7,-9,0,5,4,14,1,1
"107",1,4,26,1,2,35,1,1,0,506,1,0,9,10,9,15,-4,15,0,-18,-10,14,7,-9,2,7,4,14,1,1
"108",1,4,27,1,2,33,1,2,1,660,0,2,8,11,10,14,-2,12,4,-8,-8,15,6,-9,1,7,2,14,1,1
"109",1,5,1,1,2,38,1,2,1,473,1,1,8,11,9,15,-2,12,3,-8,-9,15,7,-9,2,7,3,15,1,1
"110",1,5,2,1,2,41,1,2,1,628,1,0,3,12,8,15,-1,11,3,-8,-9,14,7,-9,1,7,3,15,1,1
"111",1,5,3,1,3,40,1,3,1,890,-5,-6,4,-8,11,-14,6,2,-10,4,8,-10,8,-14,12,-11,-10,8,1,1
"112",1,5,4,1,2,37,1,2,1,484,1,1,7,11,10,15,-6,8,5,2,-10,15,3,-5,0,8,4,15,1,1
"113",1,5,5,1,1,40,1,3,0,558,14,10,0,12,11,10,7,-3,4,-4,-3,-5,5,-12,-2,-3,11,-2,1,1
"114",1,5,6,1,3,39,1,3,1,518,2,-15,4,-7,12,-15,7,4,-4,5,8,-10,8,-14,12,-10,-19,7,1,1
"115",1,5,7,1,2,44,1,1,0,783,-1,0,9,11,9,16,-1,12,4,-8,-9,19,7,-2,1,7,3,14,1,1
"116",1,5,8,1,1,38,1,3,0,862,15,12,1,13,13,10,16,-8,11,-12,-3,-5,6,-13,-2,-3,8,-4,1,1
"117",1,5,9,1,3,38,1,3,1,826,-5,-5,4,-9,11,-14,7,2,-5,6,8,-9,8,-14,12,-10,-10,8,1,1
"118",1,5,10,1,3,37,1,3,1,1047,-5,-6,4,-8,9,-13,16,6,-4,5,8,-10,8,-15,13,-11,-13,9,1,1
"119",1,5,11,1,3,44,1,3,1,665,-6,-4,4,-8,11,-13,8,4,-5,4,9,-10,8,-14,13,-11,-11,8,1,1
"120",1,5,12,1,1,42,1,1,1,683,14,13,1,13,13,11,6,-3,3,-5,-4,-5,3,-17,-1,-1,6,3,1,1
"121",1,5,13,1,1,41,1,1,1,526,16,14,1,13,11,11,7,-3,4,-4,-2,-5,6,-13,-3,-2,10,-3,1,1
"122",1,5,14,1,2,39,1,2,1,646,-1,1,8,10,9,15,-1,12,9,-5,-10,16,8,-8,1,7,4,14,1,1
"123",1,5,15,1,3,43,1,3,1,633,-5,-4,5,-7,10,-12,7,2,-4,5,8,-10,7,-14,12,-11,-12,8,1,1
"124",1,5,16,1,2,42,1,3,0,990,0,1,8,11,8,16,-1,12,3,-7,-9,14,8,-7,0,8,3,14,1,1
"125",1,5,17,1,1,44,1,1,1,708,15,13,1,13,13,10,1,0,3,-3,-4,-4,6,-13,-1,-9,10,-2,1,1
"126",1,5,18,1,1,45,1,1,1,504,13,13,1,12,11,11,8,-4,4,-3,-3,-5,6,-13,-2,-3,10,-3,1,1
"127",1,5,19,1,1,39,1,1,1,786,14,12,1,13,16,3,6,-3,4,-4,-1,-9,5,-12,-2,-1,10,-4,1,1
"128",1,5,20,1,2,43,1,2,1,624,-1,1,8,11,8,16,0,11,4,-8,-9,15,15,-19,1,7,4,15,1,1
"129",1,5,21,1,3,41,1,3,1,436,-5,-5,4,-8,10,-13,6,2,-6,5,8,-10,8,-15,13,-9,-19,3,1,1
"130",1,5,22,1,2,40,1,2,1,1041,1,0,9,10,4,19,0,12,5,-9,-9,15,7,-8,1,7,4,13,1,1
"131",1,5,23,1,3,42,1,3,1,837,-6,-6,5,-9,14,-11,6,3,-4,4,8,-11,8,-14,12,-10,-11,7,1,1
"132",1,5,24,1,1,43,1,1,1,639,15,11,1,13,13,10,6,-3,3,-4,-4,-6,6,-14,-3,-2,11,-3,1,1
"133",1,5,25,1,2,45,1,2,1,692,0,1,8,11,8,16,-1,12,4,-4,-8,16,7,-9,1,7,4,14,1,1
"134",1,5,26,1,1,37,1,1,1,614,14,11,2,14,12,10,6,-2,4,-4,-7,-11,6,-14,-4,-2,10,-2,1,1
"135",1,5,27,1,3,45,1,3,1,620,-5,-5,4,-8,10,-12,6,3,-4,5,8,-11,9,-15,13,-10,-10,8,1,1
"136",1,6,1,1,2,49,1,2,1,961,0,2,7,12,10,16,-8,9,3,-8,-9,14,7,-9,0,7,9,24,1,1
"137",1,6,2,1,2,48,1,2,1,711,4,5,7,11,9,14,-2,2,4,-8,-8,14,7,-7,0,7,5,24,1,1
"138",1,6,3,1,3,47,1,3,1,521,-5,-5,4,-8,10,-12,7,3,-3,5,7,-10,8,-14,12,-9,-12,9,1,1
"139",1,6,4,1,3,52,1,3,1,464,-5,-5,4,-8,10,-13,6,3,-4,5,8,-10,8,-14,13,-11,-11,9,1,1
"140",1,6,5,1,1,52,1,2,0,1067,15,11,1,13,8,4,6,-2,4,-4,-3,-5,5,-13,-5,-4,10,-2,1,1
"141",1,6,6,1,1,54,1,1,1,1149,13,12,1,13,11,11,5,-2,4,-4,-4,-5,6,-14,-2,-4,10,-3,1,1
"142",1,6,7,1,2,51,1,1,0,685,2,3,8,11,8,14,-1,13,4,-8,-8,14,8,-8,-7,4,4,13,1,1
"143",1,6,8,1,2,50,1,2,1,688,1,2,8,12,10,14,0,18,5,-8,-5,15,9,-10,1,7,2,14,1,1
"144",1,6,9,1,1,51,1,1,1,675,14,12,1,13,20,13,6,-3,4,-5,-3,-5,6,-12,-3,-2,10,-2,1,1
"145",1,6,10,1,3,50,1,3,1,645,-5,-4,5,-7,10,-13,6,2,-3,4,8,-10,7,-23,14,-11,-11,8,1,1
"146",1,6,11,1,1,46,1,1,1,811,13,12,0,13,5,3,6,-3,8,-2,-3,-6,5,-13,-3,-2,10,-3,1,1
"147",1,6,12,1,3,48,1,3,1,505,-4,-5,5,-8,12,-12,7,3,-4,5,8,-10,9,-14,11,-9,-13,15,1,1
"148",1,6,13,1,2,52,1,2,1,626,0,1,7,11,10,14,0,14,4,-8,-9,15,7,-9,1,7,2,13,1,1
"149",1,6,14,1,3,54,1,3,1,535,-5,-4,-3,-14,10,-13,7,3,-14,-2,8,-10,8,-14,12,-10,-11,8,1,1
"150",1,6,15,1,2,47,1,2,1,703,-1,1,8,10,8,16,9,21,4,-8,-10,19,7,-9,1,6,2,14,1,1
"151",1,6,16,1,1,48,1,1,1,370,15,12,2,13,12,11,5,-5,4,-3,-3,-5,6,-13,-3,-2,9,-4,1,1
"152",1,6,17,1,3,53,1,2,0,897,-6,-5,4,-7,10,-13,7,3,-4,5,8,-10,13,-19,13,-9,-11,9,1,1
"153",1,6,18,1,3,46,1,3,1,922,-5,-5,6,-12,11,-12,8,2,-5,5,8,-9,9,-15,12,-10,-12,9,1,1
"154",1,6,19,1,2,46,1,2,1,834,-1,2,9,11,9,15,-1,13,5,-9,-10,11,8,-8,1,7,4,15,1,1
"155",1,6,20,1,3,51,1,3,1,462,-4,-5,4,-8,9,-12,7,5,-9,11,9,-9,8,-15,11,-10,-11,8,1,1
"156",1,6,21,1,3,49,1,3,1,409,-5,-5,4,-6,10,-13,7,3,-4,4,9,-11,8,-14,12,-11,-11,8,1,1
"157",1,6,22,1,2,54,1,2,1,629,-1,2,8,11,9,15,-1,11,4,-6,-9,15,7,-8,1,8,2,15,1,1
"158",1,6,23,1,1,50,1,1,1,891,14,12,1,13,11,12,5,-2,4,-4,-3,-5,13,-9,-2,-2,10,-2,1,1
"159",1,6,24,1,1,49,1,2,0,1047,13,13,2,13,8,19,7,-3,4,-4,2,-5,6,-13,-3,-2,10,-4,1,1
"160",1,6,25,1,1,53,1,1,1,716,15,14,0,14,14,10,6,-4,4,-2,-2,-6,7,-13,-2,-2,11,-4,1,1
"161",1,6,26,1,1,47,1,1,1,492,14,12,2,12,12,10,7,-3,4,1,-3,-6,5,-13,-4,-2,10,-3,1,1
"162",1,6,27,1,2,53,1,2,1,680,0,1,8,10,9,15,-1,12,-5,-3,-8,15,7,-9,2,7,3,14,1,1
"163",1,7,1,1,1,56,1,1,1,825,13,12,1,14,11,10,6,-2,-6,4,-3,-5,5,-12,-3,-2,10,-3,1,1
"164",1,7,2,1,2,63,1,3,0,679,0,2,8,6,9,15,-4,17,14,-18,-10,16,6,-9,0,7,10,4,1,1
"165",1,7,3,1,2,62,1,2,1,779,-7,11,8,10,10,17,-1,12,4,-9,-9,15,8,-9,1,7,3,14,1,1
"166",1,7,4,1,1,59,1,3,0,762,14,12,1,13,12,10,6,-3,3,-5,-8,-3,6,-12,-4,-1,10,-3,1,1
"167",1,7,5,1,2,57,1,2,1,874,-6,-7,8,11,9,15,-1,12,2,-11,-7,15,7,-9,1,7,3,14,1,1
"168",1,7,6,1,2,58,1,2,1,1460,-1,-8,3,1,9,16,-1,12,3,-9,-9,15,7,-9,1,7,4,13,1,1
"169",1,7,7,1,1,60,1,1,1,2086,18,11,2,13,12,10,6,-3,4,-12,-4,-5,7,-12,-4,-1,10,-3,1,1
"170",1,7,8,1,3,58,1,2,0,1503,-6,-4,3,-9,11,-13,7,5,-4,6,8,-10,9,-14,11,-9,-11,8,1,1
"171",1,7,9,1,2,55,1,2,1,1008,0,1,7,12,9,15,0,12,4,-9,-11,15,7,-9,1,6,2,14,1,1
"172",1,7,10,1,2,60,1,2,1,886,0,1,8,11,10,15,0,12,3,-8,-9,15,7,-10,2,6,4,14,1,1
"173",1,7,11,1,1,61,1,1,1,768,14,12,0,13,12,11,5,-2,4,-4,-3,-6,6,-13,-3,-2,9,-2,1,1
"174",1,7,12,1,3,63,1,3,1,1120,-6,-5,7,0,7,-9,6,3,-3,4,9,-11,8,-14,13,-10,-12,9,1,1
"175",1,7,13,1,1,58,1,1,1,704,14,12,2,13,12,10,7,-3,4,-4,-5,-4,6,-13,-2,-2,11,-2,1,1
"176",1,7,14,1,1,55,1,1,1,609,14,13,0,14,13,11,6,-3,4,-4,-3,-5,5,-12,-3,0,10,-3,1,1
"177",1,7,15,1,1,62,1,1,1,854,15,13,1,14,17,16,6,-3,4,-5,-3,-4,7,-13,-4,-1,9,-2,1,1
"178",1,7,16,1,2,61,1,2,1,578,0,0,6,11,9,15,2,18,4,-8,-8,16,8,-9,1,7,2,14,1,1
"179",1,7,17,1,1,63,1,1,1,746,14,13,2,13,14,9,6,-3,4,-4,-3,-5,6,-13,-3,-1,10,-3,1,1
"180",1,7,18,1,1,57,1,1,1,650,11,15,2,12,12,11,5,-2,3,-3,-4,-6,6,-12,-3,-2,10,-3,1,1
"181",1,7,19,1,3,62,1,3,1,925,-5,-5,2,-9,12,-15,7,3,-6,10,8,-10,13,-11,12,-9,-12,7,1,1
"182",1,7,20,1,3,55,1,3,1,647,-3,-4,-3,-17,13,-18,7,3,-5,6,7,-10,9,-13,12,-10,-11,8,1,1
"183",1,7,21,1,3,59,1,3,1,668,-3,-5,4,-8,10,-13,7,3,-4,5,8,-9,8,-14,12,-10,-20,11,1,1
"184",1,7,22,1,2,56,1,2,1,555,0,2,8,11,9,15,0,13,5,-7,-11,14,8,-9,2,8,3,10,1,1
"185",1,7,23,1,3,60,1,3,1,851,-5,-5,5,-8,10,-13,7,3,-4,5,9,-10,9,-15,12,-9,-11,8,1,1
"186",1,7,24,1,2,59,1,2,1,781,-6,1,9,12,10,15,-2,11,4,-8,-9,15,6,-10,0,7,3,14,1,1
"187",1,7,25,1,3,57,1,3,1,731,-4,-7,1,-5,10,-13,7,2,-4,5,8,-9,8,-14,12,-10,-11,8,1,1
"188",1,7,26,1,3,61,1,3,1,554,-5,-5,4,-8,10,-12,7,3,-4,6,8,-9,3,-18,11,-10,-11,8,1,1
"189",1,7,27,1,3,56,1,3,1,527,-6,-4,4,-7,11,-14,7,3,-5,5,8,-10,8,-15,13,-10,-1,4,1,1
"190",1,8,1,1,3,70,1,1,0,938,-6,-5,3,-7,10,-13,8,3,-6,7,2,-17,8,-14,13,-9,-11,7,1,1
"191",1,8,2,1,2,66,1,2,1,738,-1,-1,8,11,10,14,-1,12,4,-8,-8,16,8,-10,1,7,3,14,1,1
"192",1,8,3,1,3,65,1,3,1,579,-5,-5,5,-8,10,-13,7,4,-4,5,8,-10,8,-14,12,-9,-10,7,1,1
"193",1,8,4,1,2,69,1,2,1,620,0,0,9,11,9,15,0,12,4,-8,-9,16,7,-9,1,8,2,15,1,1
"194",1,8,5,1,3,67,1,3,1,625,-5,-5,4,-8,10,-13,7,4,-5,5,7,-9,8,-14,11,-7,-10,7,1,1
"195",1,8,6,1,3,72,1,3,1,662,-5,-6,4,-8,11,-12,7,3,-4,4,8,-9,8,-14,12,-10,-11,7,1,1
"196",1,8,7,1,2,70,1,2,1,569,0,1,8,11,9,15,-2,11,3,-8,-6,12,6,-8,2,9,2,15,1,1
"197",1,8,8,1,1,67,1,1,1,753,14,11,7,16,12,12,6,-3,5,-5,-3,-5,7,-13,-3,-2,10,-3,1,1
